"","X","code","title","timing","scope","severity","score","invasive","Scientific.name","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres"
"341",341,"2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"342",342,"2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"343",343,"2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"344",344,"2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"345",345,"3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"346",346,"5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"347",347,"5.1","Hunting & trapping terrestrial animals","Past, Unlikely to Return","Whole (>90%)","Slow, Significant Declines","Past Impact",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"348",348,"5.1.1","Intentional use (species is the target)","Past, Unlikely to Return","Whole (>90%)","Slow, Significant Declines","Past Impact",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"349",349,"5.1.2","Unintentional effects (species is not the target)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"350",350,"6.3","Work & other activities","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"351",351,"8.2","Problematic native species/diseases (Yersinia pestis)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Yersinia pestis","Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"352",352,"8.2.2","Named species (Yersinia pestis)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Yersinia pestis","Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"353",353,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"354",354,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Charadrius montanus","Mountain Plover","Charadrius_montanus",2480292,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.911424,145.53964,147.5,147.2,81.513605,83.79787,81.92153,21.82117,21.1,21.4,49.05351,23,36.196475,33.99359,98.225,114,102,3,2,10,3.91,0,20000,16898173.56,"Solitary","Duck-like","short","Obligate","Charadrius montanus",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"355",355,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Numenius phaeopus","Whimbrel","Numenius_phaeopus",2481784,"Invertebrate",20,80,0,0,"Ground.Understory",0,"LC",0.86436,249.5,245,254,97.7,97.2,98.2,82.75,78.6,86.9,82.5,41,58.60338333,57.29769,376.8566667,398,361,4,1,14.25,9.1,4,1e+06,2300000,"Flocks","Duck-like","long","Obligate","Numenius phaeopus",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"356",356,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"357",357,"2.1","Annual & perennial non-timber crops","Ongoing","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"358",358,"2.1.3","Agro-industry farming","Ongoing","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"359",359,"2.3","Livestock farming & ranching","Ongoing","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"360",360,"2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"361",361,"3.2","Mining & quarrying","Ongoing","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"362",362,"5.1","Hunting & trapping terrestrial animals","Past, Unlikely to Return","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"363",363,"5.1.1","Intentional use (species is the target)","Past, Unlikely to Return","Unknown","Unknown",NA,NA,"Numenius borealis","Eskimo Curlew","Numenius_borealis",2481783,"Omnivore",0,100,0,0,"Ground.Understory",0,"CR(PE)",0.472668,210,208,208,83.398525,78.2,79.2,56.9,50.9,55,70,36,67.181305,60.94875,359.305,466.640975,502.3047183,3.43,1,14.75980408,10.1,0,0,49,"Pairs/Flocks","Duck-like","long","Obligate","Numenius borealis",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"364",364,"1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Numenius americanus","Long-billed Curlew","Numenius_americanus",2481794,"Invertebrate",20,80,0,0,"Ground.Understory",0,"LC",-0.929,278.26642,269,283,115.33645,113,116,80.74604,134,173,87.5,58,69.10640333,68.92632,609.805,642,538,4,1,10,10.1,2,50000,123000,"Solitary/Flocks","Duck-like","long","Obligate","Numenius americanus",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"365",365,"2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Numenius americanus","Long-billed Curlew","Numenius_americanus",2481794,"Invertebrate",20,80,0,0,"Ground.Understory",0,"LC",-0.929,278.26642,269,283,115.33645,113,116,80.74604,134,173,87.5,58,69.10640333,68.92632,609.805,642,538,4,1,10,10.1,2,50000,123000,"Solitary/Flocks","Duck-like","long","Obligate","Numenius americanus",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"366",366,"2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Numenius americanus","Long-billed Curlew","Numenius_americanus",2481794,"Invertebrate",20,80,0,0,"Ground.Understory",0,"LC",-0.929,278.26642,269,283,115.33645,113,116,80.74604,134,173,87.5,58,69.10640333,68.92632,609.805,642,538,4,1,10,10.1,2,50000,123000,"Solitary/Flocks","Duck-like","long","Obligate","Numenius americanus",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"367",367,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Numenius americanus","Long-billed Curlew","Numenius_americanus",2481794,"Invertebrate",20,80,0,0,"Ground.Understory",0,"LC",-0.929,278.26642,269,283,115.33645,113,116,80.74604,134,173,87.5,58,69.10640333,68.92632,609.805,642,538,4,1,10,10.1,2,50000,123000,"Solitary/Flocks","Duck-like","long","Obligate","Numenius americanus",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"368",368,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Numenius americanus","Long-billed Curlew","Numenius_americanus",2481794,"Invertebrate",20,80,0,0,"Ground.Understory",0,"LC",-0.929,278.26642,269,283,115.33645,113,116,80.74604,134,173,87.5,58,69.10640333,68.92632,609.805,642,538,4,1,10,10.1,2,50000,123000,"Solitary/Flocks","Duck-like","long","Obligate","Numenius americanus",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"369",369,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"370",370,"2.4","Marine & freshwater aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"371",371,"2.4.2","Industrial aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"372",372,"3.2","Mining & quarrying","Ongoing","Minority (<50%)","No decline","Low Impact: 4",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"373",373,"5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"374",374,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"375",375,"9.2","Industrial & military effluents","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"376",376,"9.2.1","Oil spills","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"377",377,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"378",378,"9.3.1","Nutrient loads","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Limosa haemastica","Hudsonian Godwit","Limosa_haemastica",2481680,"Invertebrate",50,50,0,0,"Water_Ground.Understory",0,"LC",2.120936,223.19876,216.9,226.1,87.30567,87.29809,83.09388,64.8373,74.2,85.6,73,39,54.55380333,50.7787,254.395,289,222,3.95,1,11.8435625,8.7,0,1085641.046,1839681.437,"Flocks","Duck-like","long","Obligate","Limosa haemastica",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"379",379,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Arenaria interpres","Ruddy Turnstone","Arenaria_interpres",2481776,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-1.377312,156,155,157,60.75,60.2,61.3,22.6,22.4,22.8,54,23,28.07933,25.20503,127.16,116.15,109.65,4,1,18.99166667,7.3,2,3e+05,5e+05,"Flocks","Duck-like","long","Obligate","Arenaria interpres",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"380",380,"8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Neovison vison","Arenaria interpres","Ruddy Turnstone","Arenaria_interpres",2481776,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-1.377312,156,155,157,60.75,60.2,61.3,22.6,22.4,22.8,54,23,28.07933,25.20503,127.16,116.15,109.65,4,1,18.99166667,7.3,2,3e+05,5e+05,"Flocks","Duck-like","long","Obligate","Arenaria interpres",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"381",381,"8.1.2","Named species (Neovison vison)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Neovison vison","Arenaria interpres","Ruddy Turnstone","Arenaria_interpres",2481776,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-1.377312,156,155,157,60.75,60.2,61.3,22.6,22.4,22.8,54,23,28.07933,25.20503,127.16,116.15,109.65,4,1,18.99166667,7.3,2,3e+05,5e+05,"Flocks","Duck-like","long","Obligate","Arenaria interpres",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"382",382,"8.5","Viral/prion-induced diseases","Future","Minority (<50%)","Negligible declines","No/Negligible Impact: 2",NA,"Arenaria interpres","Ruddy Turnstone","Arenaria_interpres",2481776,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-1.377312,156,155,157,60.75,60.2,61.3,22.6,22.4,22.8,54,23,28.07933,25.20503,127.16,116.15,109.65,4,1,18.99166667,7.3,2,3e+05,5e+05,"Flocks","Duck-like","long","Obligate","Arenaria interpres",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"383",383,"8.5.2","Named species","Future","Minority (<50%)","Negligible declines","No/Negligible Impact: 2",NA,"Arenaria interpres","Ruddy Turnstone","Arenaria_interpres",2481776,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-1.377312,156,155,157,60.75,60.2,61.3,22.6,22.4,22.8,54,23,28.07933,25.20503,127.16,116.15,109.65,4,1,18.99166667,7.3,2,3e+05,5e+05,"Flocks","Duck-like","long","Obligate","Arenaria interpres",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"384",384,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Arenaria melanocephala","Black Turnstone","Arenaria_melanocephala",5229406,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-1.629606,149.97933,146.2,150.35,60.48968,61.8,61.827835,23.32202,23.06,24.05,54,23,29.13823,26.05584,122.555,129.6,114.55,4,1,15.71428467,8.1,0,695415.9,1484862.596,"Flocks","Duck-like","short","Obligate","Arenaria melanocephala",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"385",385,"1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Calidris canutus","Red Knot","Calidris_canutus",2481765,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.394572,170,168,172,61.3,61,61.6,33.5,32.6,34.4,59.5,27,49.11311,43.62406,138.6455556,147.975,125.875,3.7175,1,21.54166667,6.8,6,891000,979000,"Flocks","Duck-like","long","Obligate","Calidris canutus",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"386",386,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Calidris canutus","Red Knot","Calidris_canutus",2481765,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-1.394572,170,168,172,61.3,61,61.6,33.5,32.6,34.4,59.5,27,49.11311,43.62406,138.6455556,147.975,125.875,3.7175,1,21.54166667,6.8,6,891000,979000,"Flocks","Duck-like","long","Obligate","Calidris canutus",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
