Common_Name,Scientific.name,Scientific_name,GBIF_ID,Dietary_Guild,Water_Forager,Ground.Understory_Forager,Midhigh.Canopy_Forager,Aerial_Forager,Foraging.Strata,Activity_Time,Global.IUCN.Red.List.Category,Annual_Trend,Mean_Wing_Length_.mm.,Mean_M_Wing_Length_.mm.,Mean_F_Wing_Length_.mm.,Mean_Tail_Length_.mm.,Mean_M_Tail_Length_.mm.,Mean_F_Tail_Length_.mm.,Mean_Bill_Length_.mm.,Mean_M_Bill_Length_.mm.,Mean_F_Bill_Length_.mm.,Wingspan_cm,Mean_Body_Length_.cm.,Mean_M_Body_Length_.cm.,Mean_F_Body_Length_.cm.,Mean_Body_Mass_.g.,Mean_F_Body_Mass_.g.,Mean_M_Body_Mass_.g.,Mean_Clutch_Size_.n.,Clutches_per_year,Life_Span_.years.,Generation_length,Number_of_Subspecies,Population_size_MIN,Population_size_MAX,Social,Flight_pattern,Migration.Distance,Migration.Status,Scienttific_name,Waterfowl,Birds.of.Prey,Wetland.Birds,Seabirds,Forest.Birds,All.Other.Birds.,Shorebirds,Grassland.Birds,Aerial.Insectivores,Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies,Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards,Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes,Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles,Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances,Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances,Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud,Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada,Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres
Western Wood-Pewee,Contopus sordidulus,Contopus_sordidulus,5229754,Invertebrate,21.43,60.55,18.60766667,1.04,Midhigh.Canopy ,0,LC,-2.22,86.65191,85.33,81,64.528175,69,63.66,13.085135,14.077765,13.69405,27,16,15.95024,15.17964,22.11076894,12.433,13.1,3,1,6,3.4,4,27612437.7,199149089.5,Solitary,Swallow-like,long,Obligate,Contopus sordidulus,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Eastern Wood-Pewee,Contopus virens,Contopus_virens,5229734,Invertebrate,0.17,38.354,52.969,2.215,Midhigh.Canopy,0,LC,-2.29,79.485925,84.56,79.6,60.91643,65.5,62.35,9.39112,10.1,9.2,24.5,16,14.92997,14.58986,14.2,16.95415,18.6400125,3,1,7.9656345,3.6,0,28533710.4,165278966.4,Solitary,Swallow-like,long,Obligate,Contopus virens,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Yellow-bellied Flycatcher,Empidonax flaviventris,Empidonax_flaviventris,2482785,Invertebrate,0,100,0,0,Ground.Understory,0,LC,3.54,66.47154,67.6,64.3,53.58517,50.9,49,8.2,8.92315,8.998125,20,14,13.198,12.67788,11.825,10.96,11.5,3.95,1,4,3.7,0,18059623.5,159187009.3,Solitary,Swallow-like,long,Obligate,Empidonax flaviventris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acadian Flycatcher,Empidonax virescens,Empidonax_virescens,2482802,Invertebrate,0,33,66,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.351899,76.207885,74.4,69.8,59.776955,60.9,57.1,10.173385,9.813075,9.617145,23,15,17.55021,16.58651,12.65,12.8,13.25,2.965,1.25,10.91666667,3.7,0,23413310.8,158177449.4,Solitary,Swallow-like,long,Obligate,Empidonax virescens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Alder Flycatcher,Empidonax alnorum,Empidonax_alnorum,2482809,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,-0.529,71.35595,72.07,68.63,56.838805,58.73,57.89,9.55392,8.52,8.5,22,15,13.77042,13.93794,12.95,13.45,12.95,3.5,1,7.2,3.8,0,14432131.7,121614417.3,Solitary,Duck-like,long,Obligate,Empidonax alnorum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Willow Flycatcher,Empidonax traillii,Empidonax_traillii,2482786,Invertebrate,0,80,20,0,Ground.Understory,0,LC,-1.41,70.549415,70.55,67.01,57.90823,59.01,57.27,9.17759,9.12,8.85,21.5,15,13.78577,13.52144,13.32,13.7,13.1,3.5,1,7,3.9,4,13750430.5,154018898.3,Solitary,Swallow-like,long,Obligate,Empidonax traillii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Least Flycatcher,Empidonax minimus,Empidonax_minimus,2482791,Invertebrate,0,80,20,0,Ground.Understory,0,LC,-1.83,66.13023,64.4,60.3,53.595645,55.9,51.75238,9.91,9.8,9.9,19.5,13,12.95911,12.27451,10.1375,10.1,11.05,4,1.01,8,3.4,0,18686233,166583908.3,Solitary,Swallow-like,long,Obligate,Empidonax minimus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hammond's Flycatcher,Empidonax hammondii,Empidonax_hammondii,2482800,Invertebrate,0,66,33,0,Ground.Understory_Midhigh.Canopy,0,LC,0.891,71.899855,62.31,57.5,56.564395,58.98,55.35,8.74892,7.17,6.94,22,14,16.50123,15.36074,10.41583334,10.3,10.6,3.5,1,7,3.9,0,12138879.4,184020345.4,Solitary,Swallow-like,long,Obligate,Empidonax hammondii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusky Flycatcher,Empidonax oberholseri,Empidonax_oberholseri,2482803,Invertebrate,0.85,35.892,35.616,24.45,Aerial,0,LC,-0.745,71.54535,69.5,65.5,62.5,64.24,60.43,7.7,8.21,7.83,21.5,15,13.91197,13.45574,10.95,11.06,11.19,3.82,1,8,3.8,0,15979188.4,149664271.4,Solitary,Swallow-like,long,Obligate,Empidonax oberholseri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific-slope Flycatcher,Empidonax difficilis,Empidonax_difficilis,9568685,Invertebrate,0,30,70,0,Midhigh.Canopy,0,LC,1.15,68.49086,65.5,63.5,56.55149,58.55,55.7,8.89772,8.4,7.84,21.5,14,13.13706,13.00752,10.775,10.9,11.2,3.3,1.25,6,3.7,3,8400000,148267403.3,Solitary,Swallow-like,long,Obligate,Empidonax difficilis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordilleran Flycatcher,Empidonax occidentalis,Empidonax_occidentalis,2482805,Invertebrate,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.328818,74.75511,70,66.5,59.15434,61.63,58.56,9.36475,8.4,8.47,23,15,17.15761,15.81985,11.3,10.9,11.2,3.3,1.25,6,3.7,2,2900000,156238811.4,Solitary,Swallow-like,long,Obligate,Empidonax occidentalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Phoebe,Sayornis phoebe,Sayornis_phoebe,2483606,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.468,90.211785,87.5,81.6,75.5967,76.6,73.1,11.19548,11.893255,11.838955,27,18,24.439145,24.53044,19.7,18.9,19.7,4.87,2,9.1,3.4,0,31736399.6,160360970.9,Solitary,Swallow-like,long,Obligate,Sayornis phoebe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Say's Phoebe,Sayornis saya,Sayornis_saya,2483607,Invertebrate,0,100,0,0,Ground.Understory,0,LC,1.16,101.76404,104,98.9,77.34582,82.5,79.4,13.561765,15.7,14.4,33,19,21.81694,21.70221,20.95,33.5450995,35.4752575,4.5,2,5,3.6,2,5600000,161888979.5,Solitary,Swallow-like,long,Facultative,Sayornis saya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Great Crested Flycatcher,Myiarchus crinitus,Myiarchus_crinitus,2483597,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.751,103.74781,103.45,98.95,81.74642,90.95,85.5,13.8744,15.72,15.42,33,22,23.17047,22.1651,32.6875,42.04519083,43.57643,5,1,13.9,4.7,0,19964599.4,101088928.6,Solitary,Swallow-like,long,Obligate,Myiarchus crinitus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Kingbird,Tyrannus verticalis,Tyrannus_verticalis,5229675,Invertebrate,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.118,111.95177,113.39548,109.99833,83.557275,86.78136,83.89986,13.721515,13.40035,13.04668,39.5,22,26.55764,24.80196,39.6,37.3,38.5,3.83,1,6.9,4.2,0,18054928.7,93117921.31,Solitary,Swallow-like,long,Obligate,Tyrannus verticalis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Eastern Kingbird,Tyrannus tyrannus,Tyrannus_tyrannus,5229688,Invertebrate,0,80,20,0,Ground.Understory,0,LC,-1.3,109.56686,118.56,112.2,80.467305,88.65,83.8,13.492565,14.16,13.8,35.5,22,23.21132,21.86628,39.9875,39.7875,41.6,3.5,1,9.916666667,4.2,0,13472024.1,80367262.33,Solitary/Pairs,Swallow-like,long,Obligate,Tyrannus tyrannus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Loggerhead Shrike,Lanius ludovicianus,Lanius_ludovicianus,2492870,Invertebrate,0,90,10,0,Ground.Understory,0,NT,-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7.00E+06,101746820.6,Solitary,Duck-like,long,Obligate,Lanius ludovicianus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Northern Shrike,Lanius borealis,Lanius_borealis,7690702,VertFishScav,1.79,39.255,47.437,2.609,Midhigh.Canopy,0,LC,-0.288377,122.27454,115.9,113.8,100.727355,111.27,108.67,20.73086,20.675455,20.17388,35,25,30.73351,30.8609,64.75,75.82804917,77.166045,5,1,8,4,5,16374142.7,33410156.68,Solitary,Duck-like,short,Facultative,Lanius borealis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White-eyed Vireo,Vireo griseus,Vireo_griseus,2487413,Invertebrate,0,40,60,0,Ground.Understory_Midhigh.Canopy,0,LC,0.241065,71.431215,59.3,58.8,51.96473,47.2,47,9.57535,10.2,10.4,19,13,16.37836,15.27123,11.6,11.7,11.5,3.95,1.25,7.3,4.1,6,12091673.5,177132276.3,Solitary,Finch-like,short,Facultative,Vireo griseus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hutton's Vireo,Vireo huttoni,Vireo_huttoni,9722986,Invertebrate,0,10,90,0,Midhigh.Canopy,0,LC,2.79,68.82,63.7,63.6,50.813635,49.7,49.7,9.421375,9.1,9.09,20,13,13.5323,13.09707,11.3,11,10.8,4,1,6.5,4.2,13,2200000,161773181.3,Solitary/Pairs,Finch-like,short,Facultative,Vireo huttoni,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Yellow-throated Vireo,Vireo flavifrons,Vireo_flavifrons,2487453,Invertebrate,0,10,90,0,Midhigh.Canopy,0,LC,0.965,73.170725,75.8,76.3,51.07992,49.5,47.5,10.325125,11.2,11.2,24,14,13.95,13.9,18,16.025648,16.028485,4,1,6.1,4.2,0,26003471,161898673.3,Solitary/Pairs,Finch-like,long,Obligate,Vireo flavifrons,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassin's Vireo,Vireo cassinii,Vireo_cassinii,9552291,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,0.362,72.2,72.8,70.6,52.2,53.3,51.4,9.847435,10.2,10.7,24,13,13.629,13.71824,15.0125,15.4,15.3,3.88,1.25,7.416666667,4.3,2,21485326,150289472.3,Solitary/Pairs,Finch-like,long,Facultative,Vireo cassinii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue-headed Vireo,Vireo solitarius,Vireo_solitarius,2487456,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,3.44,71.06956,77.2,76.1,53.18255,53.7,53.6,10.352185,10.75,10.8,24,13,13.7,13.8,15.42916667,15.4,15.3,3.9,1.25,7.416666667,4.2,2,25184943,158250410.3,Solitary/Pairs,Finch-like,long,Obligate,Vireo solitarius,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia Vireo,Vireo philadelphicus,Vireo_philadelphicus,2487408,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,2.37,67.660655,68.3,67.1,49.68209,45.9,43.9,11.328215,13.5,13.4,20,13,12.98335,12.63579,11.7625,11.656175,11.95835833,4,1,8.833333333,4.2,0,21939595,155252377.3,Solitary/Pairs,Finch-like,long,Obligate,Vireo philadelphicus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warbling Vireo,Vireo gilvus,Vireo_gilvus,2487446,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,0.799,66.765,67.33,66.175,48.87,49.41,47.93,7.58,7.59,7.525,21,14,12.97037,13.10426,12.88375,12.1,11.3,3.57,2,13.1,4,5,2.20E+07,183150264.7,Solitary/Pairs,Finch-like,long,Facultative,Vireo gilvus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-eyed Vireo,Vireo olivaceus,Vireo_olivaceus,2487430,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,0.883,70.22,80,76.8,52,52.1,49.1,9.6,9.5,8.9,25,16.602,14.08387,14.11583,15.84,15.6,17.2,3.7,1.5,10,4.2,0,34213576,167269564.3,Solitary/Pairs,Finch-like,long,Obligate,Vireo olivaceus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada Jay,Perisoreus canadensis,Perisoreus_canadensis,2482436,Omnivore,3.18,52.317,34.407,12.24,Generalist,0,LC,0.676496,152.67388,143.2,139.5,118.03652,144.4,126.211025,22.09912,20.258725,20.151705,46,29,32.49106,30.45245,92.09349278,66.15,74.17,3.1,1,16,7.1,9,2.60E+07,20160018.01,Family Groups,Hawk-like,nonmigratory,non-migratory,Perisoreus canadensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Steller's Jay,Cyanocitta stelleri,Cyanocitta_stelleri,2482598,Omnivore,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.003,173.94938,150,146,118.833765,141,139,27.61218,29.2,28,48,30,53.76812,48.75941,124,92,96,4,1.25,16.09166667,7,16,34214691.33,33979722.84,Flocks,Hawk-like,nonmigratory,non-migratory,Cyanocitta stelleri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Blue Jay,Cyanocitta cristata,Cyanocitta_cristata,2482593,Omnivore,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,1.14,140.7558,134.80452,130.94228,95.6396,99.28974,95.00313,22.87464,21.951935,21.68072,41,27,36.775165,36.23453,86.625,77.1,82.4,4.34,1,18.3,6.8,4,20123403.8,26794958.74,Flocks,Hawk-like,short,Facultative,Cyanocitta cristata,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
California Scrub-Jay,Aphelocoma californica,Aphelocoma_californica,2482414,Omnivore,6.18,87.293,6.786,1.296,Ground.Understory,0,LC,-0.323961,133.36724,119.61,118.25,87.188485,88.5,88.16,17.51754,15.4,15.07,41.52681,28,28.181495,26.87311,115.6686833,108.7651517,114.46522,4.1,1,15,8.3,8,28741339.2,33882601.94,Family Groups,Hawk-like,nonmigratory,non-migratory,Aphelocoma californica,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clark's Nutcracker,Nucifraga columbiana,Nucifraga_columbiana,2482614,Omnivore,0,70,30,0,Ground.Understory,0,LC,0.524,209.3239,192,186,105.59735,115,111,36.96966,40.1,37.7,62,31,59.28421,54.29724,129.905,123,137,3,1,17.4,7.5,0,270000,5682789.241,Pairs/Flocks,Gull-like,nonmigratory,non-migratory,Nucifraga columbiana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Black-billed Magpie,Pica hudsonia,Pica_hudsonia,5229487,Omnivore,0,80,10,10,Ground.Understory,0,LC,-0.702,240.96535,213.1,199.9,168.319445,301,276.4,27.80939,26.9,25.1,63,46.5,51.76865333,46.45842,183.06,203,208.75,6.05,1,9.333333333,7.1,0,6675990.024,10368003.8,Flocks,Gull-like,nonmigratory,non-migratory,Pica hudsonia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Crow,Corvus brachyrhynchos,Corvus_brachyrhynchos,2482507,Omnivore,0,100,0,0,Ground.Understory,0,LC,-0.306,329.29513,318.05,305.7,155.500665,185.81,179.25,32.1776,35.26,32.9,100,44,60.367185,55.37475,450.88,425,458,4.59,1,14.6,7.3,4,6209032.546,8157360.894,Social,Gull-like,short,Facultative,Corvus brachyrhynchos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Northwestern Crow,Corvus caurinus,Corvus_caurinus,2482523,Omnivore,44.7,53.88,0.24,0.106,Water_Ground.Understory,0,LC,0.239,288.07246,280.7,268,131.542725,154.35,145.15,33.06748,32.75,31.55,86,37,63.05121333,54.30034,387,366,415,4.26,1,16.68333333,7.3,0,3420197.53,4902022.654,Flocks,Gull-like,nonmigratory,non-migratory,Corvus caurinus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Common Raven,Corvus corax,Corvus_corax,2482492,VertFishScav,0,80,10,10,Ground.Understory,0,LC,2.47,421.4,430.4,412.4,228.55,230,227.1,76.3,78.1,74.5,140,64,71.21443,66.56577,1072.735,1116,1319,5,1,23,7.9,8,1.60E+07,14026803.02,Solitary/Pairs/Flocks,Gull-like,nonmigratory,non-migratory,Corvus corax,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eurasian Skylark,Alauda arvensis,Alauda_arvensis,8077224,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-2.434962,109.75,114.5,105,63.85,66.2,61.5,15.2,15.6,14.8,33,18.5,17.33542,16.61267,37.77,35.05,40.375,3.715,2.5,10,4.3,13,2.90E+08,529999999,Colonies/Flocks,Finch-like,nonmigratory,non-migratory,Alauda arvensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horned Lark,Eremophila alpestris,Eremophila_alpestris,9415596,Omnivore,0,100,0,0,Ground.Understory,0,LC,-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.40E+08,334108774.3,Winter Flocks,Finch-like,short,Facultative,Eremophila alpestris,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Purple Martin,Progne subis,Progne_subis,2489129,Invertebrate,0,40,40,20,Generalist,0,LC,-0.936,133.91094,144.6,141,72.66801,71.8,69.5,15.07625,11.5,11.3,39.5,20,20.88374,19.63482,52.62,50.55,51.75,4.79,1,13.8,5.5,3,12398578.9,44046563.36,Flocks/Colonies,Swallow-like,long,Obligate,Progne subis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tree Swallow,Tachycineta bicolor,Tachycineta_bicolor,2489181,Invertebrate,0,40,40,20,Generalist,0,LC,-1.7,111.86558,119,115.5,58.90381,62.1,59.5,9.12389,6.3,6.1,32.5,15,14.96824,14.42091,21,20.85,21.85,5,1,11,4,0,22793032.5,244493286.6,Flocks,Swallow-like,long,Obligate,Tachycineta bicolor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Violet-green Swallow,Tachycineta thalassina,Tachycineta_thalassina,5230754,Invertebrate,0,40,40,20,Generalist,0,LC,-0.456,90.30567,113.9,107.9,53.676735,46,43.7,9.2299,5.1,5.2,28,13,14.07354,13.83916,14.145,13.9,14.4,4.5,1,6.8,4.3,2,18947732,260386001.5,Solitary/Colonies,Swallow-like,long,Obligate,Tachycineta thalassina,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Stelgidopteryx_serripennis,2489202,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-1.77,87.696095,109.67,103.45,51.40061,49,46.6,9.304315,5.02,5.06,29,13,14.0862,13.64521,15.745,13.3,14.5,6,1,5.9,3.3,6,24168162.4,258918447.5,Solitary,Swallow-like,long,Obligate,Stelgidopteryx serripennis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bank Swallow,Riparia riparia,Riparia_riparia,2489160,Invertebrate,1.68,34.57,38.88666667,24.416,Generalist,0,LC,-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1.00E+07,5.00E+08,Colonies,Swallow-like,long,Obligate,Riparia riparia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cliff Swallow,Petrochelidon pyrrhonota,Petrochelidon_pyrrhonota,2489169,Invertebrate,0,0,0,100,Aerial,0,LC,-2.57,106.86,107.91875,105.36836,47.63,49.76175,48.970598,6.92,7.49975,7.33207,29,14,14.87534,14.14216,21.6,21.70322367,22.85099,3.31,1,12,4.3,4,31821854.35,316101521.6,Colonies,Swallow-like,long,Obligate,Petrochelidon pyrrhonota,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Barn Swallow,Hirundo rustica,Hirundo_rustica,9515886,Invertebrate,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.90E+08,4.87E+08,Colonies/Flocks,Swallow-like,long,Obligate,Hirundo rustica,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Black-capped Chickadee,Parus atricapillus,Parus_atricapillus,2487820,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,0.572,68.598075,66,63.3,56.098825,61.5,59.5,10.017605,9,9.1,22,13,13.40634,13.15027,10.8,12.4,11.65,6.95,1,12.4,4.1,9,23906435.2,124314769.2,Mixed Flocks,Finch-like,short,Facultative,Poecile atricapillus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mountain Chickadee,Parus gambeli,Parus_gambeli,2487832,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,-0.463,68.23989,68.9,65.9,56.13928,59.9,57.8,9.51057,8.41,8.38,22,13,12.9,12.6,11.35425,11.05,11.65,7.03,1.5,10.1,4.2,6,29727632.5,129592940.2,Winter Flocks,Finch-like,short,Facultative,Poecile gambeli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Chestnut-backed Chickadee,Parus rufescens,Parus_rufescens,2487784,Invertebrate,0,30,70,0,Midhigh.Canopy,0,LC,-1.52,63.34648,60.3,56.7,46.44516,50.7,48.7,9.120625,7.4,7.5,19,12,11.2,10.7,9.545,9.1,9.7,6.5,1,8.4,4.1,3,24601181,164421160.3,Flocks,Finch-like,nonmigratory,facultative,Poecile rufescens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Boreal Chickadee,Parus hudsonicus,Parus_hudsonicus,2487794,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,0.135,67.4278,65.4,63.9,55.254545,62.9,62.1,9.60363,9.1,8.8,21,14,12.6,12.4,9.8,11.1217655,11.12482833,6.5,1,5.016666667,4.2,5,30258646,137252209.2,Flocks,Finch-like,short,Facultative,Poecile hudsonicus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gray-headed Chickadee,Poecile cinctus,Poecile_cinctus,2487862,Invertebrate,0.65,26.516,70.616,0.555,Midhigh.Canopy,0,LC,1.200621333,67.5,68.85,66.9,58.151485,62,61.9,11.76883,10.85,10.6,22.45375,14,14.74936,14.25268,12.4,11.2,12.85,8,1,7,4.4,4,1.50E+07,25999999,Mixed Flocks,Finch-like,nonmigratory,non-migratory,Poecile cinctus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tufted Titmouse,Baeolophus bicolor,Baeolophus_bicolor,2487887,Invertebrate,0,40,60,0,Ground.Understory_Midhigh.Canopy,0,LC,6.87,86.402935,79.8,76.7,66.292716,68.5,66.8,12.490815,12.1,12,25,16,19.20637,18.00405,21.6,20.6,21.7,5.95,1.5,13.275,3.8,0,35421024.3,143603100.8,Mixed Flocks,Finch-like,nonmigratory,non-migratory,Baeolophus bicolor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bushtit,Psaltriparus minimus,Psaltriparus_minimus,2494988,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.178,54.74012,49,48,43.718795,38.64416,36.532609,8.12,8.56869,8.41947,15.5,11,15.12399,14.43467,5.3,7.2088525,7.52766,6.3,2,8.41,3.6,10,38465002,200232365.4,Flocks,Duck-like,short,Facultative,Psaltriparus minimus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-breasted Nuthatch,Sitta canadensis,Sitta_canadensis,2484879,Omnivore,0,33,66,0,Ground.Understory_Midhigh.Canopy,0,LC,2.2,65.75681,68.1,65.9,47.02174,37.1,35.2,11.13595,14.1,13.5,22,11,16.14688,15.05565,10.075,10,11,5.5,1,7.5,3.9,0,21907432.07,153711497.3,Solitary/Pairs,Finch-like,short,Facultative,Sitta canadensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
White-breasted Nuthatch,Sitta carolinensis,Sitta_carolinensis,2484892,Omnivore,0,33,66,0,Ground.Understory_Midhigh.Canopy,0,LC,2.21,93.7659,90,89.7,56.03794,47.3,53.41777,16.53811,19.6,19.6,28,15,20.16311,19.78601,21,19.7,27.147625,8,1,9.833333333,3.7,9,42460914.6,184666373.4,Solitary/Pairs,Finch-like,nonmigratory,non-migratory,Sitta carolinensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pygmy Nuthatch,Sitta pygmaea,Sitta_pygmaea,2484907,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,1.9,60.68397,64.8,63.6,44.187775,32.6,31.8,10.652405,11.1,10.9,20,11,12.57472,12.04519,10.6,10.5,10.3,7,1,8.2,4.4,7,34072262,152116568.3,Flocks,Finch-like,nonmigratory,non-migratory,Sitta pygmaea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Brown Creeper,Certhia americana,Certhia_americana,9581157,Invertebrate,0.63,24.911,71.174,2.153,Midhigh.Canopy,0,LC,1.11,64.15075,64.7,62.34,53.27324,62.06,59.16,9.659935,9.21075,8.95924,20,13,12.5882,12.57901,9,8.75,9,5.5,1.5,4.6,3.3,13,41899233.1,150065473.3,Solitary,Duck-like,short,Facultative,Certhia americana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
