threatened,masscentr,rangecentr,Migration,agriculture,climate_change,invasive,resource_use
0,-0.312144329,3.52715364,1,1,0,0,1
0,0.864176944,4.16958558,1,1,0,0,1
0,-1.239863757,-0.74107553,1,1,0,0,1
0,-1.294995827,-1.411561666,1,0,1,0,1
0,-1.375038535,3.48615778,1,1,0,0,0
0,-1.315446438,2.75043528,1,1,0,0,1
0,-1.410756618,1.78414733,1,1,0,0,1
0,-1.410756618,2.92313383,1,1,0,0,1
0,-2.250507272,-3.678033598,1,1,0,0,1
0,-0.684086745,-3.918987051,1,1,1,0,1
1,-3.140822518,-1.793023198,1,1,0,0,1
1,-0.548634122,0.98891864,2,1,1,0,0
1,-0.830574552,-8.017259778,1,0,0,1,0
1,0.381002852,-2.407028026,1,1,0,0,0
1,0.318482495,1.30506273,1,1,0,0,1
1,-0.246186361,-1.215552341,1,0,0,0,1
1,1.673652312,-2.659405345,1,1,0,0,1
1,0.171029763,2.86855651,1,1,0,0,1
1,0.59195113,-6.591727147,1,1,1,1,1
1,-1.124211555,2.19283992,1,0,0,0,1
1,-2.350036868,0.97704894,1,1,0,0,1
1,-0.805447602,-5.720228729,1,1,1,0,1
1,-0.85114083,-3.606215175,1,1,1,0,1
1,-3.043184048,-3.027369734,1,1,0,0,1
1,1.672611838,3.49813114,1,1,0,0,1
1,0.982997862,-2.215641681,1,1,0,1,1
1,1.673652312,-1.517751928,1,1,0,0,1
1,-0.722165254,-5.550781168,1,1,1,0,0
1,-0.805447602,-4.037390429,1,1,1,0,0
1,-0.85114083,-3.759460936,1,1,1,0,1
1,-0.729038133,1.08948932,2,1,0,0,1
1,0.293991475,3.11871995,2,0,1,1,0
1,-0.800497097,-9.088259268,1,1,0,0,1
