,species,gbif_mean,gbif_sum
3761,Euphonia rufiventris,509.7,9175
3762,Euphonia saturata,225.8,4290
3763,Euphonia trinitatis,744.8,13407
3764,Euphonia violacea,2136.6,40596
3765,Euphonia xanthogaster,3885.1,73816
3766,Euplectes afer,2796.6,53135
3767,Euplectes albonotatus,2665.6,50647
3768,Euplectes ardens,2707.3,51439
3769,Euplectes aureus,8.6,129
3770,Euplectes axillaris,2490.7,47323
3771,Euplectes capensis,1013.3,19252
3772,Euplectes diadematus,11.3,192
3773,Euplectes franciscanus,1141.5,21689
3774,Euplectes gierowii,160.0,3040
3775,Euplectes hartlaubi,33.9,644
3776,Euplectes hordeaceus,323.4,6145
3777,Euplectes jacksoni,69.4,1318
3778,Euplectes macroura,302.9,5755
3779,Euplectes nigroventris,105.9,2013
3780,Euplectes orix,14109.5,268081
3781,Euplectes progne,3178.8,60397
3782,Euplectes psammacromius,8.7,156
3783,Eupodotis caerulescens,378.2,7185
3784,Eupodotis humilis,2.7,16
3785,Eupodotis rueppellii,163.2,3100
3786,Eupodotis senegalensis,493.6,9379
3787,Eupodotis vigorsii,472.3,8973
3788,Euptilotis neoxenus,86.6,1645
3789,Eurillas ansorgei,69.6,1322
3790,Eurillas curvirostris,118.7,2256
3791,Eurillas gracilis,99.8,1897
3792,Eurillas latirostris,534.3,10152
3793,Eurillas virens,576.2,10948
3794,Eurocephalus anguitimens,930.2,17673
3795,Eurocephalus ruppelli,693.3,13173
3796,Eurostopodus archboldi,5.5,82
3797,Eurostopodus argus,266.1,5056
3798,Eurostopodus diabolicus,17.2,293
3799,Eurostopodus mystacalis,273.1,5188
3800,Eurostopodus nigripennis,8.5,34
3801,Eurostopodus papuensis,9.1,109
3802,Euryapteryx curtus,1.0,4
3803,Euryceros prevostii,20.8,353
3804,Eurylaimus javanicus,356.5,6773
3805,Eurylaimus ochromalus,631.3,11995
3806,Eurynorhynchus pygmeus,4.5,49
3807,Euryptila subcinnamomea,60.3,1146
3808,Eurypyga helias,1127.8,21429
3809,Eurystomus azureus,10.3,134
3810,Eurystomus glaucurus,1280.7,24333
3811,Eurystomus gularis,107.5,2042
3812,Eurystomus orientalis,6405.3,121701
3813,Euscarthmus fulviceps,396.0,7524
3814,Euscarthmus meloryphus,496.9,9442
3815,Euscarthmus rufomarginatus,29.8,567
3816,Euschistospiza cinereovinacea,7.2,129
3817,Euschistospiza dybowskii,13.7,247
3818,Eutoxeres aquila,320.8,6095
3819,Eutoxeres condamini,41.4,787
3820,Eutrichomyias rowleyi,2.3,7
3821,Eutriorchis astur,2.7,24
3822,Falcipennis canadensis,1784.3,33902
3823,Falcipennis falcipennis,5.0,50
3824,Falco alopex,57.7,1097
3825,Falco amurensis,1941.4,36887
3826,Falco araeus,15.1,271
3827,Falco ardosiaceus,519.9,9878
3828,Falco berigora,5554.9,105543
3829,Falco biarmicus,1484.0,28196
3830,Falco cenchroides,8088.3,153677
3831,Falco cherrug,231.2,4392
3832,Falco chicquera,510.8,9706
3833,Falco columbarius,63788.2,1211975
3834,Falco concolor,71.4,1357
3835,Falco cuvierii,134.1,2547
3836,Falco deiroleucus,7.6,145
3837,Falco dickinsoni,117.5,2233
3838,Falco eleonorae,735.5,13974
3839,Falco fasciinucha,20.1,361
3840,Falco femoralis,3189.8,60606
3841,Falco hypoleucos,68.3,1229
3842,Falco jugger,159.3,3026
3843,Falco longipennis,2602.9,49455
3844,Falco mexicanus,7728.7,146845
3845,Falco moluccensis,94.2,1790
3846,Falco naumanni,6393.6,121479
3847,Falco newtoni,245.5,4664
3848,Falco novaeseelandiae,870.6,16542
3849,Falco pelegrinoides,9.9,169
3850,Falco peregrinus,92046.6,1748885
3851,Falco punctatus,34.1,613
3852,Falco ruficollis,4.3,30
3853,Falco rufigularis,4170.6,79242
3854,Falco rupicoloides,867.1,16474
3855,Falco rupicolus,2492.8,47363
3856,Falco rusticolus,483.8,9192
3857,Falco severus,65.0,1235
3858,Falco sparverius,188419.3,3579967
3859,Falco subbuteo,24925.0,473575
3860,Falco subniger,484.9,9214
3861,Falco tinnunculus,150132.5,2852517
3862,Falco vespertinus,2004.4,38084
3863,Falco zoniventris,21.0,357
3864,Falculea palliata,70.9,1276
3865,Falcunculus frontatus,1614.9,30684
3866,Ferminia cerverai,66.9,1272
3867,Ficedula albicilla,3272.2,62171
3868,Ficedula albicollis,6956.3,132170
3869,Ficedula basilanica,13.2,225
3870,Ficedula bonthaina,4.1,58
3871,Ficedula buruensis,6.7,67
3872,Ficedula crypta,33.9,373
3873,Ficedula disposita,2.2,35
3874,Ficedula dumetoria,46.3,880
3875,Ficedula elisae,82.8,1574
3876,Ficedula erithacus,167.1,3174
3877,Ficedula harterti,6.1,91
3878,Ficedula henrici,4.8,29
3879,Ficedula hodgsoni,89.1,1693
3880,Ficedula hodgsonii,2.7,30
3881,Ficedula hyperythra,617.9,11741
3882,Ficedula hypoleuca,54136.3,1028590
3883,Ficedula hypoleuca x albicollis,18.9,359
3884,Ficedula mugimaki,453.8,8622
3885,Ficedula narcissina,645.3,12261
3886,Ficedula nigrorufa,234.5,4455
3887,Ficedula parva,4970.1,94432
3888,Ficedula platenae,15.9,270
3889,Ficedula riedeli,5.8,58
3890,Ficedula rufigula,3.7,41
3891,Ficedula sapphira,91.1,1639
3892,Ficedula semitorquata,208.7,3965
3893,Ficedula speculigera,20.1,361
3894,Ficedula strophiata,625.3,11880
3895,Ficedula subrubra,53.3,1013
3896,Ficedula superciliaris,595.3,11310
3897,Ficedula timorensis,15.5,263
3898,Ficedula tricolor,407.9,7751
3899,Ficedula westermanni,768.3,14597
3900,Ficedula zanthopygia,489.1,9293
3901,Finschia novaeseelandiae,569.9,10828
3902,Florisuga fusca,1061.9,20176
3903,Florisuga mellivora,6220.2,118184
3904,Fluvicola nengeta,2922.9,55536
3905,Fluvicola pica,2064.3,39221
3906,Formicarius analis,1841.6,34991
3907,Formicarius colma,512.1,9730
3908,Formicarius moniliger,1141.0,21679
3909,Formicarius nigricapillus,180.2,3424
3910,Formicarius rufifrons,42.0,756
3911,Formicarius rufipectus,508.9,9670
3912,Formicivora erythronotos,26.1,469
3913,Formicivora grantsaui,16.2,291
3914,Formicivora grisea,1292.8,24564
3915,Formicivora iheringi,31.0,589
3916,Formicivora intermedia,4.7,75
3917,Formicivora melanogaster,165.8,3150
3918,Formicivora paludicola,1.0,3
3919,Formicivora rufa,239.3,4546
3920,Formicivora serrana,72.2,1371
3921,Forpus coelestis,956.8,18180
3922,Forpus conspicillatus,2869.4,54519
3923,Forpus cyanopygius,38.6,695
3924,Forpus modestus,160.3,2885
3925,Forpus passerinus,1234.7,23460
3926,Forpus xanthops,23.1,416
3927,Forpus xanthopterygius,2516.5,47813
3928,Foudia aldabrana,2.1,15
3929,Foudia eminentissima,6.7,87
3930,Foudia flavicans,4.4,62
3931,Foudia madagascariensis,495.7,9419
3932,Foudia omissa,79.4,1430
3933,Foudia rubra,19.5,370
3934,Foudia sechellarum,15.4,292
3935,Foulehaio carunculatus,172.7,3281
3936,Foulehaio taviuensis,5.0,10
3937,Francolinus adspersus,977.0,18563
3938,Francolinus afer,1325.4,25183
3939,Francolinus africanus,351.7,6330
3940,Francolinus ahantensis,35.5,675
3941,Francolinus albogularis,20.5,390
3942,Francolinus bicalcaratus,518.2,9845
3943,Francolinus camerunensis,1.9,15
3944,Francolinus capensis,2108.0,40052
3945,Francolinus castaneicollis,39.5,751
3946,Francolinus clappertoni,29.1,553
3947,Francolinus coqui,628.6,11944
3948,Francolinus erckelii,717.8,13639
3949,Francolinus finschi,3.1,37
3950,Francolinus francolinus,1381.4,26246
3951,Francolinus griseostriatus,3.9,39
3952,Francolinus gularis,109.3,1968
3953,Francolinus hartlaubi,31.7,603
3954,Francolinus harwoodi,14.3,258
3955,Francolinus hildebrandti,142.5,2707
3956,Francolinus icterorhynchus,36.3,653
3957,Francolinus jacksoni,31.2,592
3958,Francolinus lathami,16.1,305
3959,Francolinus leucoscepus,558.4,10610
3960,Francolinus levaillantii,277.4,5270
3961,Francolinus levalliantoides,581.5,11049
3962,Francolinus nahani,10.1,161
3963,Francolinus natalensis,4025.7,76489
3964,Francolinus nobilis,34.2,615
3965,Francolinus ochropectus,2.0,14
3966,Francolinus pictus,435.2,7834
3967,Francolinus pintadeanus,184.3,3501
3968,Francolinus pondicerianus,10589.9,201208
3969,Francolinus psilolaemus,18.1,307
3970,Francolinus rufopictus,93.5,1777
3971,Francolinus schlegelii,1.5,6
3972,Francolinus sephaena,3630.6,68982
3973,Francolinus shelleyi,194.6,3698
3974,Francolinus squamatus,130.1,2471
3975,Francolinus streptophorus,5.9,101
3976,Francolinus swainsonii,5242.7,99611
3977,Francolinus swierstrai,2.5,20
3978,Fraseria cinerascens,17.4,313
3979,Fraseria ocreata,65.3,1240
3980,Fraseria tessmanni,8.9,143
3981,Fratercula arctica,3907.2,74236
3982,Fratercula cirrhata,2360.0,44840
3983,Fratercula corniculata,1189.5,22601
3984,Frederickena fulva,33.8,608
3985,Frederickena unduliger,11.3,203
3986,Frederickena viridis,36.2,651
3987,Fregata andrewsi,59.4,1129
3988,Fregata aquila,7.0,98
3989,Fregata ariel,545.1,10357
3990,Fregata magnificens,26556.6,504575
3991,Fregata minor,1419.3,26966
3992,Fregetta grallaria,42.3,803
3993,Fregetta tropica,280.8,5335
3994,Fringilla coelebs,257215.5,4887095
3995,Fringilla montifringilla,48894.8,929002
3996,Fringilla teydea,333.4,6334
3997,Fulica alai,1202.4,22846
3998,Fulica americana,202832.7,3853822
3999,Fulica ardesiaca,1217.3,23128
4000,Fulica armillata,3500.8,66516
4001,Fulica atra,153465.2,2915839
4002,Fulica caribaea,1.8,9
4003,Fulica cornuta,45.7,869
4004,Fulica cristata,8226.4,156302
4005,Fulica gigantea,268.4,5100
4006,Fulica leucoptera,2349.2,44634
4007,Fulica rufifrons,1675.0,31825
4008,Fulmarus glacialis,12202.6,231849
4009,Fulmarus glacialoides,502.8,9553
4010,Fulvetta cinereiceps,45.7,822
4011,Fulvetta danisi,8.2,106
4012,Fulvetta formosana,303.1,5759
4013,Fulvetta ludlowi,68.0,1156
4014,Fulvetta manipurensis,51.9,986
4015,Fulvetta ruficapilla,37.4,636
4016,Fulvetta striaticollis,25.5,434
4017,Fulvetta vinipectus,302.6,5749
4018,Furnarius cristatus,239.2,4544
4019,Furnarius figulus,566.5,10764
4020,Furnarius leucopus,2665.8,50651
4021,Furnarius longirostris,4.7,28
4022,Furnarius minor,104.5,1986
4023,Furnarius rufus,15597.5,296353
4024,Furnarius torridus,13.9,250
4025,Gactornis enarratus,30.1,572
4026,Galbalcyrhynchus leucotis,352.2,6692
4027,Galbalcyrhynchus purusianus,87.9,1671
4028,Galbula albirostris,156.1,2810
4029,Galbula chalcothorax,67.0,1206
4030,Galbula cyanescens,547.0,9846
4031,Galbula cyanicollis,102.1,1939
4032,Galbula dea,477.4,9071
4033,Galbula galbula,204.7,3889
4034,Galbula leucogastra,158.4,3010
4035,Galbula pastazae,125.2,2378
4036,Galbula ruficauda,4708.0,89452
4037,Galbula tombacea,290.4,5517
4038,Galerida cristata,23620.6,448791
4039,Galerida deva,308.8,5867
4040,Galerida macrorhyncha,73.8,1402
4041,Galerida magnirostris,1162.5,22088
4042,Galerida malabarica,423.2,8040
4043,Galerida modesta,79.4,1508
4044,Galerida theklae,4917.9,93440
4045,Gallicolumba crinigera,7.0,112
4046,Gallicolumba keayi,5.5,55
4047,Gallicolumba luzonica,11.9,214
4048,Gallicolumba platenae,3.0,6
4049,Gallicolumba rufigula,7.6,129
4050,Gallicolumba tristigmata,4.4,62
4051,Gallicrex cinerea,754.6,14337
4052,Gallinago andina,79.9,1518
4053,Gallinago delicata,49632.0,943008
4054,Gallinago gallinago,65595.9,1246322
4055,Gallinago hardwickii,1949.5,37041
4056,Gallinago imperialis,10.3,185
4057,Gallinago jamesoni,48.7,877
4058,Gallinago kakuki,2.0,2
4059,Gallinago macrodactyla,19.4,310
4060,Gallinago media,714.9,13583
4061,Gallinago megala,143.7,2730
4062,Gallinago nemoricola,5.8,98
4063,Gallinago nigripennis,1022.5,19427
4064,Gallinago nobilis,159.6,2872
4065,Gallinago paraguaiae,1358.3,25807
4066,Gallinago solitaria,48.5,921
4067,Gallinago stenura,804.6,15288
4068,Gallinago stricklandii,7.0,70
4069,Gallinago undulata,72.6,1380
4070,Gallinula angulata,191.2,3632
4071,Gallinula chloropus,152385.3,2895321
4072,Gallinula melanops,1426.2,27098
4073,Gallinula mortierii,1037.6,19714
4074,Gallinula nesiotis,5.7,63
4075,Gallinula pacifica,1.0,1
4076,Gallinula silvestris,1.0,1
4077,Gallinula tenebrosa,15368.1,291994
4078,Gallinula ventralis,1511.9,28726
4079,Gallirallus australis,722.7,13731
4080,Gallirallus calayanensis,3.0,27
4081,Gallirallus castaneoventris,37.4,673
4082,Gallirallus insignis,2.7,8
4083,Gallirallus okinawae,50.7,912
4084,Gallirallus owstoni,1.2,13
4085,Gallirallus philippensis,2250.3,42755
4086,Gallirallus rovianae,4.3,43
4087,Gallirallus striatus,372.2,7072
4088,Gallirallus sylvestris,52.3,993
4089,Gallirallus torquatus,338.2,6425
4090,Gallirallus wallacii,3.0,39
4091,Gallirallus woodfordi,3.2,32
4092,Galloperdix bicalcarata,70.8,1274
4093,Galloperdix lunulata,248.2,4716
4094,Galloperdix spadicea,955.4,18153
4095,Gallus gallus,3823.8,72653
4096,Gallus lafayetii,340.3,6466
4097,Gallus sonneratii,2968.4,56400
4098,Gallus varius,112.2,2131
4099,Gampsonyx swainsonii,938.8,17838
4100,Gampsorhynchus rufulus,56.9,1081
4101,Gampsorhynchus torquatus,43.6,828
4102,Garritornis isidorei,34.6,622
4103,Garrodia nereis,177.3,3368
4104,Garrulax albogularis,670.7,12744
4105,Garrulax annamensis,3.7,11
4106,Garrulax berthemyi,2.0,20
4107,Garrulax bicolor,1.0,2
4108,Garrulax bieti,1.8,7
4109,Garrulax caerulatus,108.7,1957
4110,Garrulax calvus,3.5,14
4111,Garrulax canorus,1214.4,23074
4112,Garrulax castanotis,11.4,182
4113,Garrulax chinensis,110.7,2104
4114,Garrulax cineraceus,3.6,57
4115,Garrulax cinereifrons,59.1,1123
4116,Garrulax courtoisi,1.5,9
4117,Garrulax davidi,145.2,2758
4118,Garrulax delesserti,50.9,967
4119,Garrulax ferrarius,10.9,109
4120,Garrulax galbanus,7.2,72
4121,Garrulax gularis,5.8,93
4122,Garrulax konkakinhensis,1.3,4
4123,Garrulax leucolophus,1163.9,22114
4124,Garrulax lugubris,2.9,26
4125,Garrulax lunulatus,12.1,217
4126,Garrulax maesi,6.2,93
4127,Garrulax maximus,62.6,1127
4128,Garrulax merulinus,9.7,107
4129,Garrulax milleti,3.9,27
4130,Garrulax mitratus,202.2,3842
4131,Garrulax monileger,282.8,5373
4132,Garrulax nuchalis,12.7,203
4133,Garrulax ocellatus,148.3,2818
4134,Garrulax palliatus,14.1,155
4135,Garrulax pectoralis,399.9,7599
4136,Garrulax perspicillatus,967.5,18383
4137,Garrulax poecilorhynchus,240.1,4561
4138,Garrulax ruficeps,107.1,2034
4139,Garrulax ruficollis,151.9,2886
4140,Garrulax rufifrons,1.8,7
4141,Garrulax rufogularis,146.7,2787
4142,Garrulax sannio,3.8,57
4143,Garrulax strepitans,37.5,712
4144,Garrulax striatus,636.6,12096
4145,Garrulax sukatschewi,11.9,202
4146,Garrulax taewanus,453.7,8621
4147,Garrulax treacheri,229.8,4367
4148,Garrulax vassali,5.6,73
4149,Garrulax waddelli,1.0,1
4150,Garrulus glandarius,101313.6,1924959
4151,Garrulus lanceolatus,518.2,9846
4152,Garrulus leucotis,2.0,4
4153,Garrulus lidthi,26.2,445
4154,Gavia adamsii,1676.3,31849
4155,Gavia arctica,21961.9,417277
4156,Gavia immer,101420.6,1926992
4157,Gavia immer x arctica,1.3,8
4158,Gavia pacifica,11562.4,219686
4159,Gavia stellata,45584.3,866101
4160,Gecinulus grantia,50.0,900
4161,Gecinulus rafflesii,33.7,607
4162,Gecinulus viridis,47.8,909
4163,Gelochelidon macrotarsa,10.1,172
4164,Gelochelidon nilotica,12979.1,246602
4165,Geobiastes squamiger,31.4,471
4166,Geococcyx californianus,18452.7,350601
4167,Geococcyx velox,402.8,7653
4168,Geocolaptes olivaceus,364.9,6933
4169,Geoffroyus geoffroyi,343.1,6519
4170,Geoffroyus heteroclitus,24.1,409
4171,Geoffroyus simplex,14.8,237
4172,Geokichla camaronensis,3.3,23
4173,Geokichla cinerea,33.2,565
4174,Geokichla citrina,2501.7,47532
4175,Geokichla crossleyi,7.4,125
4176,Geokichla dohertyi,2.9,29
4177,Geokichla erythronota,3.8,46
4178,Geokichla gurneyi,116.8,2220
4179,Geokichla guttata,65.8,1251
4180,Geokichla interpres,2.1,21
4181,Geokichla mendeni,3.5,35
4182,Geokichla oberlaenderi,3.0,24
4183,Geokichla peronii,41.9,754
4184,Geokichla piaggiae,51.2,972
4185,Geokichla princei,1.4,14
4186,Geokichla schistacea,1.0,1
4187,Geokichla sibirica,130.2,2473
4188,Geokichla spiloptera,108.3,2058
4189,Geokichla wardii,73.9,1405
4190,Geomalia heinrichi,6.1,91
4191,Geopelia cuneata,1771.5,33658
4192,Geopelia humeralis,10815.4,205492
4193,Geopelia maugeus,119.0,2261
4194,Geopelia placida,8824.1,167658
4195,Geopelia striata,13022.4,247425
4196,Geophaps plumifera,403.3,7662
4197,Geophaps scripta,249.1,4732
4198,Geophaps smithii,63.1,1199
4199,Geositta antarctica,99.1,1882
4200,Geositta crassirostris,35.1,631
4201,Geositta cunicularia,638.6,12134
4202,Geositta isabellina,67.1,1275
4203,Geositta maritima,64.3,1222
4204,Geositta peruviana,187.5,3563
4205,Geositta poeciloptera,14.1,268
4206,Geositta punensis,163.3,3103
4207,Geositta rufipennis,550.2,10454
4208,Geositta saxicolina,33.7,607
4209,Geositta tenuirostris,87.1,1655
4210,Geospiza conirostris,98.6,1873
4211,Geospiza difficilis,47.9,911
4212,Geospiza fortis,438.6,8334
4213,Geospiza fuliginosa,671.5,12759
4214,Geospiza magnirostris,166.7,3000
4215,Geospiza scandens,195.2,3709
4216,Geothlypis aequinoctialis,2789.7,53004
4217,Geothlypis auricularis,3.3,39
4218,Geothlypis beldingi,131.0,2489
4219,Geothlypis chiriquensis,4.0,24
4220,Geothlypis flavovelata,16.9,305
4221,Geothlypis formosa,9800.2,186204
4222,Geothlypis nelsoni,149.4,2838
4223,Geothlypis philadelphia,10122.0,192318
4224,Geothlypis poliocephala,2683.1,50978
4225,Geothlypis rostrata,78.4,1411
4226,Geothlypis semiflava,716.4,13611
4227,Geothlypis speciosa,42.1,758
4228,Geothlypis tolmiei,14971.8,284464
4229,Geothlypis trichas,268334.9,5098364
4230,Geothlypis velata,12.6,226
4231,Geotrygon caniceps,103.7,1970
4232,Geotrygon chrysia,226.2,4297
4233,Geotrygon leucometopia,25.8,465
4234,Geotrygon montana,1567.1,29774
4235,Geotrygon mystacea,177.9,3380
4236,Geotrygon purpurata,35.9,683
4237,Geotrygon saphirina,22.6,406
4238,Geotrygon versicolor,60.6,1091
4239,Geotrygon violacea,36.8,663
4240,Geranoaetus melanoleucus,2394.2,45490
4241,Geranospiza caerulescens,1344.8,25551
4242,Geronticus calvus,714.2,13570
4243,Geronticus eremita,307.9,5851
4244,Gerygone albofrontata,92.4,1479
4245,Gerygone chloronota,271.4,4885
4246,Gerygone chrysogaster,86.6,1559
4247,Gerygone cinerea,2.5,5
4248,Gerygone dorsalis,11.8,153
4249,Gerygone flavolateralis,84.9,1614
4250,Gerygone fusca,2260.2,42943
4251,Gerygone hypoxantha,6.3,69
4252,Gerygone igata,6311.1,119911
4253,Gerygone inornata,104.7,1884
4254,Gerygone levigaster,1332.7,25321
4255,Gerygone magnirostris,646.9,12292
4256,Gerygone modesta,54.8,931
4257,Gerygone mouki,3409.3,64777
4258,Gerygone olivacea,3630.1,68971
4259,Gerygone palpebrosa,759.5,14431
4260,Gerygone ruficollis,75.9,1291
4261,Gerygone sulphurea,1223.7,23251
4262,Gerygone tenebrosa,96.3,1829
4263,Glareola cinerea,6.3,113
4264,Glareola lactea,782.5,14868
4265,Glareola maldivarum,1747.9,33211
4266,Glareola nordmanni,509.2,9674
4267,Glareola nuchalis,135.3,2570
4268,Glareola ocularis,44.2,840
4269,Glareola pratincola,2223.5,42246
4270,Glaucidium albertinum,1.5,3
4271,Glaucidium bolivianum,66.7,1200
4272,Glaucidium brasilianum,7804.2,148280
4273,Glaucidium brodiei,706.9,13431
4274,Glaucidium californicum,12.9,232
4275,Glaucidium capense,281.4,5346
4276,Glaucidium castaneum,3.7,44
4277,Glaucidium castanopterum,2.6,26
4278,Glaucidium castanotum,69.2,1246
4279,Glaucidium cobanense,1.9,23
4280,Glaucidium costaricanum,117.2,2227
4281,Glaucidium cuculoides,1541.1,29281
4282,Glaucidium gnoma,3213.6,61058
4283,Glaucidium griseiceps,204.1,3877
4284,Glaucidium hardyi,334.2,6015
4285,Glaucidium hoskinsii,2.8,31
4286,Glaucidium jardinii,202.3,3843
4287,Glaucidium minutissimum,98.9,1879
4288,Glaucidium nana,575.3,10931
4289,Glaucidium nubicola,138.5,2632
4290,Glaucidium palmarum,215.6,4097
4291,Glaucidium parkeri,11.6,186
4292,Glaucidium passerinum,6001.2,114023
4293,Glaucidium perlatum,1810.2,34394
4294,Glaucidium peruanum,535.4,10173
4295,Glaucidium radiatum,2631.3,49994
4296,Glaucidium sanchezi,22.1,397
4297,Glaucidium siju,296.9,5641
4298,Glaucidium sjostedti,9.7,175
4299,Glaucidium tephronotum,22.6,430
4300,Glaucidium tucumanum,3.0,3
4301,Glaucis aeneus,408.9,7769
4302,Glaucis dohrnii,41.1,617
4303,Glaucis hirsutus,1284.5,24405
4304,Gliciphila melanops,605.9,11513
4305,Glossopsitta concinna,6298.4,119670
4306,Glossopsitta porphyrocephala,7.0,7
4307,Glossopsitta pusilla,1.8,7
4308,Glossoptilus goldiei,14.4,230
4309,Glycifohia notabilis,17.1,188
4310,Glycifohia undulata,36.6,659
4311,Glyphorynchus spirurus,3849.7,73144
4312,Gnorimopsar chopi,1742.6,33110
4313,Goldmania bella,12.4,199
4314,Goldmania violiceps,63.4,1141
4315,Gorsachius goisagi,33.7,606
4316,Gorsachius leuconotus,139.3,2647
4317,Gorsachius magnificus,5.7,80
4318,Gorsachius melanolophus,2120.2,40283
4319,Goura cristata,3.0,33
4320,Goura scheepmakeri,1.0,2
4321,Goura sclaterii,16.6,266
4322,Goura victoria,4.7,75
4323,Gracula indica,2187.2,41557
4324,Gracula ptilogenys,93.9,1784
4325,Gracula religiosa,1090.2,20714
4326,Gracupica contra,7746.6,147186
4327,Gracupica nigricollis,4148.7,78826
4328,Grafisia torquata,6.2,80
4329,Grallaria albigula,57.4,1033
4330,Grallaria alleni,188.9,3589
4331,Grallaria alvarezi,79.7,1275
4332,Grallaria andicolus,145.4,2618
4333,Grallaria ayacuchensis,6.0,36
4334,Grallaria bangsi,138.3,2489
4335,Grallaria blakei,32.6,586
4336,Grallaria capitalis,44.5,801
4337,Grallaria carrikeri,17.9,305
4338,Grallaria centralis,5.6,67
4339,Grallaria cochabambae,14.5,247
4340,Grallaria dignissima,8.5,162
4341,Grallaria eludens,3.7,22
4342,Grallaria erythroleuca,77.9,1403
4343,Grallaria erythrotis,28.7,517
4344,Grallaria excelsa,4.1,65
4345,Grallaria fenwickorum,28.3,424
4346,Grallaria flavotincta,350.1,6651
4347,Grallaria gigantea,113.4,2154
4348,Grallaria gravesi,20.4,347
4349,Grallaria griseonucha,9.8,156
4350,Grallaria guatimalensis,528.4,10040
4351,Grallaria haplonota,178.3,3388
4352,Grallaria hypoleuca,235.9,4482
4353,Grallaria kaestneri,26.0,442
4354,Grallaria milleri,190.2,3614
4355,Grallaria nuchalis,417.1,7924
4356,Grallaria obscura,7.1,99
4357,Grallaria oneilli,5.1,41
4358,Grallaria przewalskii,57.7,1096
4359,Grallaria quitensis,845.8,16071
