"","family","year","n"
"2464","Prunellidae",2005,39721
"2465","Upupidae",2011,15498
"2466","Phoenicopteridae",2021,54632
"2467","Formicariidae",2004,1052
"2468","Fregatidae",2014,45502
"2469","Cettiidae",2004,16447
"2470","Coerebidae",2010,7833
"2471","Cracidae",2012,15940
"2472","Prunellidae",2015,113694
"2473","Otididae",2019,30786
"2474","Indicatoridae",2020,8566
"2475","Galbulidae",2018,21119
"2476","Otididae",2013,11360
"2477","Timaliidae",2010,8676
"2478","Coliidae",2018,43212
"2479","Phoenicopteridae",2014,19293
"2480","Hydrobatidae",2020,19416
"2481","Pittidae",2021,10762
"2482","Phaethontidae",2019,8184
"2483","Phoenicopteridae",2007,5799
"2484","Numididae",2019,30163
"2485","Trogonidae",2012,16711
"2486","Pellorneidae",2014,11933
"2487","Bucconidae",2016,16809
"2488","Upupidae",2005,5421
"2489","Phoenicopteridae",2012,10825
"2490","Platysteiridae",2018,21849
"2491","Neosittidae",2021,4892
"2492","Thinocoridae",2021,2828
"2493","Cettiidae",2006,16669
"2494","Trogonidae",2014,29207
"2495","Galbulidae",2014,5528
"2496","Pteroclididae",2020,11729
"2497","Aegithalidae",2007,60638
"2498","Bucerotidae",2011,15441
"2499","Coerebidae",2016,34587
"2500","Melanopareiidae",2018,1181
"2501","Cettiidae",2005,14531
"2502","Heliornithidae",2010,536
"2503","Bucconidae",2012,5659
"2504","Glareolidae",2014,6509
"2505","Malaconotidae",2014,46765
"2506","Musophagidae",2017,29152
"2507","Heliornithidae",2015,1240
"2508","Remizidae",2013,31015
"2509","Paradisaeidae",2011,1689
"2510","Cinclidae",2014,28195
"2511","Timaliidae",2013,16533
"2512","Cinclidae",2008,13409
"2513","Coerebidae",2009,5952
"2514","Formicariidae",2012,2218
"2515","Ramphastidae",2013,21364
"2516","Viduidae",2014,10932
"2517","Dromadidae",2009,210
"2518","Turnicidae",2017,4916
"2519","Stenostiridae",2010,2197
"2520","Rhinocryptidae",2018,29563
"2521","Struthionidae",2016,6686
"2522","Tinamidae",2007,3663
"2523","Ramphastidae",2008,10172
"2524","Aramidae",2011,5389
"2525","Bucconidae",2015,14057
"2526","Nectariniidae",2013,50836
"2527","Pellorneidae",2018,33595
"2528","Bernieridae",2019,1326
"2529","Bucconidae",2011,5031
"2530","Musophagidae",2007,2824
"2531","Tinamidae",2013,9530
"2532","Leiothrichidae",2008,9525
"2533","Bernieridae",2016,616
"2534","Ramphastidae",2005,6811
"2535","Irenidae",2018,5937
"2536","Panuridae",2019,20356
"2537","Glareolidae",2019,19315
"2538","Capitonidae",2019,21371
"2539","Certhiidae",2007,57913
"2540","Aegithinidae",2012,2108
"2541","Pelecanoididae",2005,189
"2542","Coerebidae",2015,27698
"2543","Fregatidae",2007,4632
"2544","Phoenicopteridae",2015,24794
"2545","Irenidae",2004,317
"2546","Lybiidae",2012,22195
"2547","Nicatoridae",2015,950
"2548","Glareolidae",2021,24322
"2549","Otididae",2015,17886
"2550","Anhimidae",2016,4088
"2551","Stenostiridae",2017,10453
"2552","Musophagidae",2016,26606
"2553","Phoeniculidae",2013,7249
"2554","Eurylaimidae",2020,4270
"2555","Dromadidae",2021,794
"2556","Momotidae",2016,35184
"2557","Bucconidae",2017,25366
"2558","Macrosphenidae",2018,17106
"2559","Ramphastidae",2012,17063
"2560","Calcariidae",2015,52312
"2561","Thinocoridae",2015,974
"2562","Lybiidae",2005,7948
"2563","Numididae",2013,12237
"2564","Glareolidae",2020,17585
"2565","Tinamidae",2012,7644
"2566","Cariamidae",2018,3614
"2567","Numididae",2015,19797
"2568","Stenostiridae",2019,16985
"2569","Upupidae",2006,6000
"2570","Panuridae",2015,16757
"2571","Callaeatidae",2021,3144
"2572","Todidae",2021,4216
"2573","Galbulidae",2013,3751
"2574","Formicariidae",2013,2636
"2575","Diomedeidae",2014,14840
"2576","Peucedramidae",2015,2369
"2577","Aramidae",2010,3671
"2578","Pittidae",2017,7895
"2579","Buphagidae",2017,9224
"2580","Bucerotidae",2018,79475
"2581","Polioptilidae",2006,28571
"2582","Pipridae",2010,9485
"2583","Aegithalidae",2005,47610
"2584","Eurylaimidae",2014,2616
"2585","Coerebidae",2011,8309
"2586","Leiothrichidae",2006,7776
"2587","Capitonidae",2016,7014
"2588","Cettiidae",2007,24585
"2589","Cariamidae",2021,6662
"2590","Coliidae",2021,47229
"2591","Ramphastidae",2010,15729
"2592","Ptilogonatidae",2014,22236
"2593","Otididae",2020,21479
"2594","Coerebidae",2006,4256
"2595","Calcariidae",2005,16532
"2596","Turnicidae",2007,1224
"2597","Coliidae",2015,29295
"2598","Aegithalidae",2004,30683
"2599","Conopophagidae",2005,270
"2600","Megalaimidae",2007,5362
"2601","Rheidae",2019,5050
"2602","Calcariidae",2012,38009
"2603","Hydrobatidae",2015,27815
"2604","Hydrobatidae",2011,12661
"2605","Phoeniculidae",2015,11586
"2606","Megalaimidae",2008,5371
"2607","Vangidae",2012,1047
"2608","Megapodiidae",2010,3355
"2609","Ploceidae",2010,68134
"2610","Leiothrichidae",2013,24374
"2611","Timaliidae",2004,6436
"2612","Phoeniculidae",2007,1581
"2613","Atrichornithidae",2019,257
"2614","Viduidae",2016,17230
"2615","Tephrodornithidae",2019,16672
"2616","Remizidae",2006,9575
"2617","Melanopareiidae",2015,585
"2618","Pteroclididae",2016,8599
"2619","Momotidae",2013,12087
"2620","Leiothrichidae",2010,14033
"2621","Bucerotidae",2013,21288
"2622","Rostratulidae",2021,7835
"2623","Platysteiridae",2017,19463
"2624","Grallariidae",2011,3441
"2625","Rhinocryptidae",2007,2780
"2626","Viduidae",2021,31252
"2627","Peucedramidae",2018,4379
"2628","Stercorariidae",2005,13131
"2629","Cettiidae",2014,41197
"2630","Macrosphenidae",2021,20093
"2631","Lybiidae",2006,4094
"2632","Rhinocryptidae",2014,8324
"2633","Nyctibiidae",2020,10466
"2634","Stercorariidae",2013,30450
"2635","Prunellidae",2010,90299
"2636","Pellorneidae",2021,42232
"2637","Nicatoridae",2021,2382
"2638","Anhimidae",2017,6486
"2639","Scopidae",2017,9529
"2640","Musophagidae",2019,36578
"2641","Chionidae",2019,1211
"2642","Opisthocomidae",2020,3091
"2643","Dicruridae",2007,13006
"2644","Stenostiridae",2018,13722
"2645","Numididae",2007,4990
"2646","Otididae",2007,5604
"2647","Buphagidae",2011,2481
"2648","Megalaimidae",2013,15586
"2649","Calcariidae",2008,26514
"2650","Nicatoridae",2018,1644
"2651","Anhimidae",2015,2529
"2652","Todidae",2020,3499
"2653","Trogonidae",2011,13447
"2654","Cracidae",2005,4726
"2655","Rhinocryptidae",2019,37150
"2656","Psittaculidae",2010,3063
"2657","Grallariidae",2017,17501
"2658","Upupidae",2014,23528
"2659","Cinclidae",2013,26276
"2660","Cracidae",2014,27558
"2661","Chionidae",2005,139
"2662","Eupetidae",2019,185
"2663","Rhinocryptidae",2005,1881
"2664","Viduidae",2007,5604
"2665","Cracidae",2004,4229
"2666","Machaerirhynchidae",2015,661
"2667","Upupidae",2008,10531
"2668","Rostratulidae",2011,1143
"2669","Gruidae",2004,26428
"2670","Dulidae",2021,2833
"2671","Chionidae",2014,302
"2672","Paradisaeidae",2021,2810
"2673","Coliidae",2011,17704
"2674","Coerebidae",2008,5358
"2675","Buphagidae",2018,11684
"2676","Donacobiidae",2019,5971
"2677","Tinamidae",2011,6404
"2678","Heliornithidae",2019,3172
"2679","Struthionidae",2013,3154
"2680","Capitonidae",2015,5019
"2681","Momotidae",2011,6663
"2682","Leiothrichidae",2007,8450
"2683","Cotingidae",2008,13680
"2684","Rostratulidae",2015,1960
"2685","Viduidae",2012,7763
"2686","Aegithinidae",2005,712
"2687","Ptilogonatidae",2013,17658
"2688","Todidae",2016,3379
"2689","Coerebidae",2007,4940
"2690","Callaeatidae",2015,706
"2691","Chloropseidae",2015,6721
"2692","Callaeatidae",2020,1636
"2693","Lybiidae",2011,23470
"2694","Glareolidae",2009,3602
"2695","Pittidae",2016,6973
"2696","Musophagidae",2015,21011
"2697","Remizidae",2011,20034
"2698","Capitonidae",2014,3889
"2699","Glareolidae",2011,3812
"2700","Donacobiidae",2015,1825
"2701","Stenostiridae",2016,8226
"2702","Notiomystidae",2019,682
"2703","Aramidae",2015,19619
"2704","Aramidae",2013,9255
"2705","Rostratulidae",2005,815
"2706","Ptilogonatidae",2008,4143
"2707","Malaconotidae",2009,32301
"2708","Hemiprocnidae",2017,4955
"2709","Musophagidae",2004,1218
"2710","Passerellidae",2010,1873
"2711","Upupidae",2004,4530
"2712","Semnornithidae",2018,3619
"2713","Pteroclididae",2009,2160
"2714","Rostratulidae",2016,2820
"2715","Paradoxornithidae",2016,415
"2716","Bucconidae",2020,27490
"2717","Semnornithidae",2013,725
"2718","Chaetopidae",2015,333
"2719","Calcariidae",2007,22205
"2720","Phoenicopteridae",2011,9522
"2721","Trogonidae",2004,5675
"2722","Phaethontidae",2021,7619
"2723","Panuridae",2010,10886
"2724","Aegithalidae",2008,64593
"2725","Irenidae",2013,964
"2726","Opisthocomidae",2017,2454
"2727","Calcariidae",2010,30442
"2728","Paradisaeidae",2019,5402
"2729","Fregatidae",2008,5866
"2730","Oreoicidae",2015,2366
"2731","Vangidae",2019,3993
"2732","Grallariidae",2014,7539
"2733","Prionopidae",2018,5493
"2734","Musophagidae",2012,10278
"2735","Cracidae",2013,20079
"2736","Pellorneidae",2004,4049
"2737","Hydrobatidae",2012,13590
"2738","Pipridae",2005,4755
"2739","Eurylaimidae",2018,7120
"2740","Heliornithidae",2018,2453
"2741","Trogonidae",2009,9863
"2742","Peucedramidae",2005,421
"2743","Semnornithidae",2021,4788
"2744","Conopophagidae",2020,3706
"2745","Prunellidae",2004,29038
"2746","Hemiprocnidae",2014,1596
"2747","Grallariidae",2016,12651
"2748","Opisthocomidae",2018,4198
"2749","Scopidae",2019,11918
"2750","Irenidae",2016,4044
"2751","Thinocoridae",2007,252
"2752","Prunellidae",2007,70040
"2753","Diomedeidae",2015,16652
"2754","Phaethontidae",2017,5740
"2755","Ptilogonatidae",2006,3680
"2756","Hemiprocnidae",2019,6482
"2757","Passerellidae",2019,11024
"2758","Numididae",2014,14842
"2759","Struthionidae",2019,9193
"2760","Pnoepygidae",2020,3072
"2761","Anhimidae",2011,708
"2762","Malaconotidae",2012,33285
"2763","Eurylaimidae",2019,8049
"2764","Donacobiidae",2020,4097
"2765","Prionopidae",2021,6545
"2766","Jacanidae",2004,3285
"2767","Coliidae",2008,11160
"2768","Grallariidae",2004,3066
"2769","Stenostiridae",2005,842
"2770","Nyctibiidae",2014,2829
"2771","Heliornithidae",2021,2167
"2772","Glareolidae",2005,2352
"2773","Grallariidae",2005,2143
"2774","Viduidae",2004,832
"2775","Capitonidae",2011,1894
"2776","Numididae",2004,664
"2777","Dulidae",2016,824
"2778","Pluvianidae",2018,290
"2779","Paramythiidae",2011,143
"2780","Anseranatidae",2019,6351
"2781","Vangidae",2009,370
"2782","Buphagidae",2021,11497
"2783","Acanthisittidae",2018,1103
"2784","Chloropseidae",2016,11230
"2785","Musophagidae",2011,10020
"2786","Machaerirhynchidae",2020,696
"2787","Melanopareiidae",2021,2041
"2788","Dasyornithidae",2017,1237
"2789","Rostratulidae",2019,4568
"2790","Calcariidae",2009,26477
"2791","Cariamidae",2020,5242
"2792","Struthionidae",2018,8543
"2793","Promeropidae",2012,1017
"2794","Tephrodornithidae",2021,18394
"2795","Pteroclididae",2015,6716
"2796","Bernieridae",2011,252
"2797","Upupidae",2012,17330
"2798","Sagittariidae",2013,1268
"2799","Nyctibiidae",2017,6687
"2800","Remizidae",2005,9107
"2801","Nyctibiidae",2015,3985
"2802","Rhinocryptidae",2012,5213
"2803","Chloropseidae",2014,3817
"2804","Lybiidae",2010,23320
"2805","Macrosphenidae",2020,14680
"2806","Hydrobatidae",2010,14248
"2807","Otididae",2017,25075
"2808","Hemiprocnidae",2021,5522
"2809","Timaliidae",2007,8830
"2810","Cinclidae",2012,22409
"2811","Buphagidae",2015,6249
"2812","Opisthocomidae",2019,5022
"2813","Lybiidae",2013,25452
"2814","Cinclidae",2009,18947
"2815","Grallariidae",2013,5065
"2816","Ibidorhynchidae",2021,466
"2817","Burhinidae",2017,29913
"2818","Bucconidae",2004,2107
"2819","Rhinocryptidae",2008,2821
"2820","Numididae",2005,898
"2821","Pteroclididae",2014,4928
"2822","Eurypygidae",2019,3621
"2823","Vangidae",2007,583
"2824","Scopidae",2014,5375
"2825","Macrosphenidae",2007,2256
"2826","Promeropidae",2014,1263
"2827","Malaconotidae",2011,35400
"2828","Leptosomidae",2011,114
"2829","Eurylaimidae",2004,433
"2830","Passerellidae",2004,1117
"2831","Coliidae",2017,39188
"2832","Pelecanoididae",2021,1368
"2833","Melanocharitidae",2011,1467
"2834","Aegithinidae",2007,880
"2835","Platysteiridae",2021,25547
"2836","Ptilogonatidae",2007,4029
"2837","Galbulidae",2011,2864
"2838","Vangidae",2015,2469
"2839","Orthonychidae",2020,1715
"2840","Todidae",2010,657
"2841","Chloropseidae",2008,815
"2842","Rhinocryptidae",2016,15217
"2843","Oreoicidae",2010,2024
"2844","Indicatoridae",2014,4410
"2845","Donacobiidae",2016,2288
"2846","Hemiprocnidae",2009,764
"2847","Pellorneidae",2005,4927
"2848","Bucerotidae",2006,4071
"2849","Passerellidae",2017,8342
"2850","Macrosphenidae",2006,814
"2851","Eurylaimidae",2006,497
"2852","Tinamidae",2005,2747
"2853","Fregatidae",2006,4398
"2854","Todidae",2014,2050
"2855","Nyctibiidae",2016,4689
"2856","Dromadidae",2020,830
"2857","Remizidae",2008,10754
"2858","Melanopareiidae",2019,1608
"2859","Glareolidae",2015,8507
"2860","Jacanidae",2010,7998
"2861","Cracidae",2006,5180
"2862","Panuridae",2020,28413
"2863","Eurylaimidae",2010,1401
"2864","Musophagidae",2010,9155
"2865","Otididae",2011,10065
"2866","Phoenicopteridae",2010,9001
"2867","Rheidae",2020,3075
"2868","Tephrodornithidae",2013,2149
"2869","Pipridae",2009,7610
"2870","Irenidae",2015,2448
"2871","Viduidae",2017,20678
"2872","Leiothrichidae",2009,16599
"2873","Todidae",2011,892
"2874","Sagittariidae",2020,2249
"2875","Indicatoridae",2016,6759
"2876","Hemiprocnidae",2008,634
"2877","Rheidae",2005,395
"2878","Fregatidae",2011,10483
"2879","Dulidae",2012,337
"2880","Vangidae",2018,3379
"2881","Platysteiridae",2015,14291
"2882","Coliidae",2016,36172
"2883","Rheidae",2021,4634
"2884","Passerellidae",2012,3884
"2885","Scotocercidae",2017,621
"2886","Rheidae",2008,427
"2887","Bucerotidae",2005,4699
"2888","Pipridae",2011,8845
"2889","Anhimidae",2014,1522
"2890","Otididae",2016,22147
"2891","Viduidae",2006,1627
"2892","Aramidae",2006,1773
"2893","Coliidae",2014,22028
"2894","Pipridae",2007,6176
"2895","Cracidae",2009,8545
"2896","Macrosphenidae",2017,15421
"2897","Momotidae",2009,4455
"2898","Momotidae",2007,3929
"2899","Semnornithidae",2020,3643
"2900","Glareolidae",2007,2866
"2901","Glareolidae",2016,10774
"2902","Coerebidae",2004,3110
"2903","Tinamidae",2008,4997
"2904","Nicatoridae",2014,642
"2905","Heliornithidae",2004,193
"2906","Todidae",2017,3991
"2907","Scopidae",2013,4489
"2908","Macrosphenidae",2005,1383
"2909","Spheniscidae",2019,10927
"2910","Viduidae",2015,13577
"2911","Callaeatidae",2019,1894
"2912","Prionopidae",2015,3047
"2913","Aegithinidae",2014,5900
"2914","Grallariidae",2015,9506
"2915","Viduidae",2011,8718
"2916","Hemiprocnidae",2018,5791
"2917","Timaliidae",2012,15353
"2918","Thinocoridae",2016,1499
"2919","Galbulidae",2009,2370
"2920","Prunellidae",2006,46460
"2921","Dulidae",2020,2753
"2922","Panuridae",2014,18212
"2923","Ibidorhynchidae",2016,291
"2924","Rhinocryptidae",2015,10772
"2925","Pnoepygidae",2019,3764
"2926","Numididae",2012,11035
"2927","Scopidae",2018,11605
"2928","Notiomystidae",2008,58
"2929","Pellorneidae",2008,4342
"2930","Sagittariidae",2018,3348
"2931","Upupidae",2009,16198
"2932","Phoeniculidae",2021,20064
"2933","Tephrodornithidae",2016,8860
"2934","Megalaimidae",2010,8402
"2935","Heliornithidae",2014,829
"2936","Remizidae",2004,7354
"2937","Donacobiidae",2021,5056
"2938","Ptilogonatidae",2004,2378
"2939","Opisthocomidae",2016,1464
"2940","Pteroclididae",2004,629
"2941","Paradisaeidae",2013,1836
"2942","Platysteiridae",2010,7654
"2943","Donacobiidae",2014,1300
"2944","Ploceidae",2006,53142
"2945","Pnoepygidae",2005,284
"2946","Paradisaeidae",2020,2481
"2947","Dasyornithidae",2009,200
"2948","Peucedramidae",2020,3746
"2949","Phoenicopteridae",2004,4298
"2950","Coliidae",2013,18115
"2951","Pteroclididae",2017,11943
"2952","Glareolidae",2013,4677
"2953","Pteroclididae",2005,1309
"2954","Pnoepygidae",2021,3746
"2955","Ibidorhynchidae",2019,466
"2956","Phoeniculidae",2019,18109
"2957","Notiomystidae",2014,200
"2958","Rhinocryptidae",2010,4214
"2959","Notiomystidae",2017,341
"2960","Bucerotidae",2007,6546
"2961","Bucorvidae",2006,218
"2962","Indicatoridae",2009,3118
"2963","Psittaculidae",2007,2128
"2964","Heliornithidae",2020,1581
"2965","Bucerotidae",2012,16970
"2966","Ibidorhynchidae",2017,308
"2967","Numididae",2021,30082
"2968","Cracidae",2007,6236
"2969","Thinocoridae",2019,2585
"2970","Rostratulidae",2020,5790
"2971","Sagittariidae",2021,3404
"2972","Passerellidae",2007,1690
"2973","Heliornithidae",2011,477
"2974","Musophagidae",2009,8754
"2975","Aramidae",2007,2019
"2976","Cettiidae",2008,20604
"2977","Irenidae",2012,971
"2978","Ploceidae",2004,5158
"2979","Cinclidae",2011,19957
"2980","Struthionidae",2017,7489
"2981","Sagittariidae",2010,1171
"2982","Stercorariidae",2004,14512
"2983","Semnornithidae",2010,562
"2984","Bucerotidae",2008,9194
"2985","Rheidae",2012,694
"2986","Fregatidae",2004,3075
"2987","Lybiidae",2007,8367
"2988","Struthionidae",2020,5889
"2989","Numididae",2008,7167
"2990","Phoenicopteridae",2013,15920
"2991","Phoeniculidae",2014,8903
"2992","Tinamidae",2010,6384
"2993","Stenostiridae",2015,6972
"2994","Tichodromidae",2020,1360
"2995","Bucorvidae",2015,1585
"2996","Acanthisittidae",2013,390
"2997","Aramidae",2009,2708
"2998","Apterygidae",2015,278
"2999","Vangidae",2013,1361
"3000","Conopophagidae",2015,1827
"3001","Indicatoridae",2015,5854
"3002","Acanthisittidae",2020,2156
"3003","Momotidae",2004,2541
"3004","Glareolidae",2008,3818
"3005","Cracidae",2008,7524
"3006","Capitonidae",2007,1260
"3007","Rheidae",2018,3752
"3008","Megalaimidae",2004,4269
"3009","Semnornithidae",2014,1114
"3010","Steatornithidae",2016,1069
"3011","Todidae",2019,4537
"3012","Malaconotidae",2006,3969
"3013","Passerellidae",2016,6646
"3014","Galbulidae",2012,3221
"3015","Indicatoridae",2013,3434
"3016","Rhinocryptidae",2013,5822
"3017","Rostratulidae",2017,3903
"3018","Eurypygidae",2018,3079
"3019","Eurypygidae",2020,2451
"3020","Pelecanoididae",2020,993
"3021","Casuariidae",2018,465
"3022","Grallariidae",2007,3265
"3023","Paradoxornithidae",2019,526
"3024","Cinclidae",2006,10296
"3025","Cinclidae",2005,9556
"3026","Certhiidae",2005,36600
"3027","Gruidae",2006,43751
"3028","Paridae",2022,299063
"3029","Fringillidae",2022,465907
"3030","Bombycillidae",2022,17486
"3031","Regulidae",2022,31776
"3032","Turdidae",2022,289955
"3033","Emberizidae",2022,144220
"3034","Muscicapidae",2022,176655
"3035","Corvidae",2022,334040
"3036","Panuridae",2005,6238
"3037","Picidae",2022,188136
"3038","Strigidae",2022,40137
"3039","Gruidae",2022,64562
"3040","Cinclidae",2004,8051
"3041","Panuridae",2016,18292
"3042","Laridae",2022,281559
"3043","Passeridae",2022,106603
"3044","Panuridae",2013,12077
"3045","Panuridae",2006,7034
"3046","Panuridae",2011,6633
"3047","Accipitridae",2022,315271
"3048","Anatidae",2022,1106344
"3049","Prunellidae",2022,21642
"3050","Cinclidae",2022,10374
"3051","Panuridae",2004,7640
"3052","Aegithalidae",2022,26071
"3053","Panuridae",2009,10893
"3054","Sturnidae",2022,88209
"3055","Dasyornithidae",2015,948
"3056","Anseranatidae",2014,6023
"3057","Neosittidae",2015,2526
"3058","Casuariidae",2017,512
"3059",NA,2016,18273
"3060","Ardeidae",2022,161543
"3061","Recurvirostridae",2022,15074
"3062","Charadriidae",2022,115822
"3063","Coraciidae",2022,5017
"3064","Scolopacidae",2022,202167
"3065","Pelecanidae",2022,8139
"3066","Cardinalidae",2022,28770
"3067","Rallidae",2022,95299
"3068","Parulidae",2022,41299
"3069","Alaudidae",2022,59841
"3070","Sylviidae",2022,47878
"3071","Columbidae",2022,205719
"3072","Thraupidae",2022,9970
"3073","Petroicidae",2022,1451
"3074","Troglodytidae",2022,57485
"3075","Pipridae",2022,469
"3076","Motacillidae",2022,125629
"3077","Caprimulgidae",2022,3832
"3078","Gaviidae",2022,29067
"3079","Tyrannidae",2022,28455
"3080","Trochilidae",2022,14207
"3081","Odontophoridae",2022,2511
"3082","Phalacrocoracidae",2022,77990
"3083","Falconidae",2022,57780
"3084","Podicipedidae",2022,78688
"3085","Hirundinidae",2022,70832
"3086","Cathartidae",2022,13209
"3087","Furnariidae",2022,2984
"3088","Icteridae",2022,43968
"3089","Mimidae",2022,16827
"3090","Chloropseidae",2010,1161
"3091","Phasianidae",2022,69075
"3092","Sittidae",2022,59027
"3093","Cracidae",2022,1496
"3094","Burhinidae",2022,4027
"3095","Sagittariidae",2016,2435
"3096","Threskiornithidae",2022,26964
"3097","Fregatidae",2022,1019
"3098","Pycnonotidae",2022,16903
"3099","Alcidae",2022,21849
"3100","Megalaimidae",2022,651
"3101","Locustellidae",2022,3407
"3102","Anseranatidae",2022,71
"3103","Ciconiidae",2022,20384
"3104","Cracticidae",2022,3134
"3105","Chaetopidae",2012,127
"3106","Ptilogonatidae",2022,1137
"3107","Acrocephalidae",2022,19042
"3108","Nectariniidae",2022,14696
"3109","Bucorvidae",2017,2384
"3110","Mesitornithidae",2019,238
"3111","Laniidae",2022,26347
"3112","Ramphastidae",2022,1222
"3113","Sulidae",2022,6773
"3114","Thamnophilidae",2022,1074
"3115","Campephagidae",2022,1526
"3116","Jacanidae",2022,2136
"3117","Pteroclididae",2008,1989
"3118","Rheidae",2014,1237
"3119","Trogonidae",2022,1338
"3120","Pandionidae",2022,17085
"3121","Vireonidae",2022,4762
"3122","Polioptilidae",2022,2634
"3123","Cisticolidae",2022,35036
"3124","Donacobiidae",2012,703
"3125","Bucorvidae",2018,2913
"3126","Megapodiidae",2022,333
"3127","Buphagidae",2010,2108
"3128","Maluridae",2022,1478
"3129","Ploceidae",2022,31149
"3130","Phylloscopidae",2022,77255
"3131","Struthionidae",2008,2361
"3132","Promeropidae",2016,2020
"3133","Acanthisittidae",2015,736
"3134","Acanthisittidae",2016,658
"3135","Bucorvidae",2019,3032
"3136","Cotingidae",2022,1184
"3137","Indicatoridae",2021,10710
"3138","Struthionidae",2011,3115
"3139","Hemiprocnidae",2016,3476
"3140","Phaethontidae",2014,23918
"3141","Anhingidae",2022,4660
"3142","Coerebidae",2022,559
"3143","Certhiidae",2022,27808
"3144","Peucedramidae",2017,3545
"3145","Callaeatidae",2013,260
"3146","Phoenicopteridae",2022,2558
"3147","Megalaimidae",2009,8234
"3148","Remizidae",2022,1486
"3149","Callaeatidae",2022,46
"3150","Cacatuidae",2022,48
"3151","Elachuridae",2016,96
"3152","Oriolidae",2022,3938
"3153","Paradoxornithidae",2014,251
"3154","Aramidae",2022,798
"3155","Callaeatidae",2018,1437
"3156","Podargidae",2022,692
"3157","Leiothrichidae",2022,3781
"3158","Upupidae",2022,3858
"3159","Apodidae",2022,20262
"3160","Balaenicipitidae",2016,92
"3161","Psophodidae",2022,139
"3162","Pomatostomidae",2022,100
"3163","Dicruridae",2022,5582
"3164","Macrosphenidae",2013,7594
"3165","Momotidae",2022,1101
"3166","Procellariidae",2022,1906
"3167","Struthionidae",2015,5169
"3168","Formicariidae",2022,23
"3169","Chaetopidae",2022,69
"3170","Calcariidae",2022,9014
"3171","Malaconotidae",2022,18820
"3172","Bucconidae",2022,300
"3173","Ptilonorhynchidae",2022,313
"3174","Eurylaimidae",2011,1323
"3175","Neosittidae",2022,52
"3176","Chaetopidae",2014,199
"3177","Ploceidae",2008,77303
"3178","Zosteropidae",2022,5936
"3179","Stercorariidae",2022,2734
"3180","Corcoracidae",2022,225
"3181","Acanthisittidae",2019,1980
"3182","Phoeniculidae",2020,15874
"3183","Cariamidae",2013,462
"3184","Eurypygidae",2016,1265
"3185","Otididae",2014,14740
"3186","Phaethontidae",2022,147
"3187","Notiomystidae",2018,475
"3188","Tephrodornithidae",2022,84
"3189","Grallariidae",2012,4251
"3190","Malaconotidae",2013,37048
"3191","Spheniscidae",2022,1078
"3192","Turnicidae",2019,4615
"3193","Musophagidae",2006,1662
"3194","Meropidae",2022,8318
"3195","Eurypygidae",2012,522
"3196","Rostratulidae",2022,261
"3197","Numididae",2022,5622
"3198","Buphagidae",2022,1977
"3199","Orthonychidae",2018,1633
"3200","Promeropidae",2011,1045
"3201","Viduidae",2022,6780
"3202","Struthionidae",2005,483
"3203","Oreoicidae",2022,6
"3204","Promeropidae",2021,2407
"3205","Scopidae",2022,1970
"3206","Bucerotidae",2022,7077
"3207","Dasyornithidae",2021,947
"3208","Thinocoridae",2012,555
"3209","Platysteiridae",2022,4130
"3210","Chloropseidae",2022,193
"3211","Pelecanoididae",2019,2204
"3212","Bucorvidae",2016,2110
"3213","Melanopareiidae",2014,302
"3214","Grallariidae",2022,121
"3215","Notiomystidae",2011,85
"3216","Nyctibiidae",2011,1234
"3217","Nyctibiidae",2007,863
"3218","Galbulidae",2008,2309
"3219","Otididae",2022,3621
"3220","Acanthisittidae",2021,2398
"3221","Buphagidae",2013,3601
"3222","Eurylaimidae",2022,92
"3223","Bucorvidae",2021,7239
"3224","Tytonidae",2022,1637
"3225","Promeropidae",2019,2259
"3226","Diomedeidae",2022,318
"3227","Turnicidae",2010,1576
"3228","Fregatidae",2009,5885
"3229","Anseranatidae",2009,1077
"3230","Pardalotidae",2022,375
"3231","Coliidae",2022,9406
"3232","Nyctibiidae",2009,923
"3233","Phoeniculidae",2022,3702
"3234","Dromaiidae",2022,135
"3235","Struthionidae",2014,3817
"3236","Rheidae",2016,2187
"3237","Panuridae",2022,5161
"3238","Nyctibiidae",2012,1488
"3239","Sagittariidae",2014,1581
"3240","Artamidae",2022,348
"3241","Musophagidae",2013,12935
"3242","Apterygidae",2019,687
"3243","Buphagidae",2014,4483
"3244","Glareolidae",2012,4405
"3245","Galbulidae",2022,201
"3246","Musophagidae",2008,5612
"3247","Capitonidae",2022,71
"3248","Promeropidae",2020,1944
"3249","Timaliidae",2022,264
"3250","Dasyornithidae",2022,23
"3251","Picathartidae",2018,69
"3252","Mesitornithidae",2018,218
"3253","Eurylaimidae",2016,3758
"3254","Paradisaeidae",2017,4240
"3255","Lybiidae",2015,39781
"3256","Pellorneidae",2022,233
"3257","Elachuridae",2022,1
"3258","Thinocoridae",2017,1382
"3259","Rheidae",2022,104
"3260","Sagittariidae",2019,3135
"3261","Todidae",2013,1840
"3262","Sagittariidae",2015,2036
"3263","Irenidae",2022,36
"3264","Anhimidae",2022,180
"3265","Bucorvidae",2005,212
"3266","Promeropidae",2010,1016
"3267","Nicatoridae",2013,650
"3268","Nicatoridae",2012,497
"3269","Platysteiridae",2012,7948
"3270","Platysteiridae",2013,9170
"3271","Prionopidae",2013,1773
"3272","Prionopidae",2012,1413
