"","english_name","french_name","sci_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean"
"13139","Curve-billed Thrasher","Moqueur a bec courbe","Toxostoma curvirostre","Cuitlacoche Piquicurvo",1944,8.72,NA,NA,NA,NA
"13140","Curve-billed Thrasher (curvirostre Group)","Moqueur a bec courbe (groupe curvirostre)","Toxostoma curvirostre [curvirostre Group]","Cuitlacoche Piquicurvo (grupo curvirostre)",NA,NA,NA,NA,NA,NA
"13141","Curve-billed Thrasher (palmeri Group)","Moqueur a bec courbe (groupe palmeri)","Toxostoma curvirostre [palmeri Group]","Cuitlacoche Piquicurvo (grupo palmeri)",NA,NA,NA,NA,NA,NA
"13142","Ocellated Thrasher","Moqueur ocelle","Toxostoma ocellatum","Cuitlacoche Ocelado",NA,NA,NA,NA,NA,NA
"13143","Brown Thrasher","Moqueur roux","Toxostoma rufum","Cuitlacoche Rojizo",5594,25.09,961,4.31,628,2.83
"13144","Long-billed Thrasher","Moqueur a long bec","Toxostoma longirostre","Cuitlacoche Piquilargo",1311,5.88,NA,NA,NA,NA
"13145","Curve-billed x Long-billed Thrasher (hybrid)","Hybride Moqueur a bec courbe x M. a long bec","Toxostoma curvirostre x longirostre","Cuitlacoche Piquicurvo x Piquilargo (hibrido)",NA,NA,NA,NA,NA,NA
"13146","Brown/Long-billed Thrasher","Moqueur roux ou M. a long bec","Toxostoma rufum/longirostre","Cuitlacoche Rojizo/Piquilargo",NA,NA,NA,NA,NA,NA
"13147","Cozumel Thrasher","Moqueur de Cozumel","Toxostoma guttatum","Cuitlacoche de Cozumel",217.5,0.98,NA,NA,NA,NA
"13148","Bendire's Thrasher","Moqueur de Bendire","Toxostoma bendirei","Cuitlacoche Piquicorto",NA,NA,NA,NA,NA,NA
"13149","Curve-billed/Bendire's Thrasher","Moqueur a bec courbe ou M. de Bendire","Toxostoma curvirostre/bendirei","Cuitlacoche Piquicurvo/Piquicorto",NA,NA,NA,NA,NA,NA
"13150","Gray Thrasher","Moqueur gris","Toxostoma cinereum","Cuitlacoche Ceniciento",NA,NA,NA,NA,NA,NA
"13151","California Thrasher","Moqueur de Californie","Toxostoma redivivum","Cuitlacoche Californiano",3435,15.4,NA,NA,NA,NA
"13152","LeConte's Thrasher","Moqueur de LeConte","Toxostoma lecontei","Cuitlacoche Palido",NA,NA,NA,NA,NA,NA
"13153","LeConte's Thrasher (LeConte's)","Moqueur de LeConte (lecontei/macmillanorum)","Toxostoma lecontei lecontei/macmillanorum","Cuitlacoche Palido (lecontei/macmillanorum)",NA,NA,NA,NA,NA,NA
"13154","LeConte's Thrasher (Vizcaino)","Moqueur de LeConte (arenicola)","Toxostoma lecontei arenicola","Cuitlacoche Palido (arenicola)",NA,NA,NA,NA,NA,NA
"13155","Crissal Thrasher","Moqueur cul-roux","Toxostoma crissale","Cuitlacoche Culirrojo",730,3.27,NA,NA,NA,NA
"13156","California x Crissal Thrasher (hybrid)","Hybride Moqueur de Californie x M. cul-roux","Toxostoma redivivum x crissale","Cuitlacoche Californiano x Culirrojo (hibrido)",NA,NA,NA,NA,NA,NA
"13157","Toxostoma sp.","Toxostoma sp.","Toxostoma sp.","Cuitlacoche (Toxostoma) sp.",NA,NA,NA,NA,NA,NA
"13158","Sage Thrasher","Moqueur des armoises","Oreoscoptes montanus","Cuitlacoche de Las Artemisas",2024,9.08,NA,NA,NA,NA
"13159","Chilean Mockingbird","Moqueur du Chili","Mimus thenca","Sinsonte Tenca",NA,NA,NA,NA,NA,NA
"13160","Patagonian Mockingbird","Moqueur de Patagonie","Mimus patagonicus","Sinsonte Patagon",NA,NA,NA,NA,NA,NA
"13161","Chalk-browed Mockingbird","Moqueur plombe","Mimus saturninus","Sinsonte Calandria",722,3.24,NA,NA,NA,NA
"13162","White-banded Mockingbird","Moqueur a ailes blanches","Mimus triurus","Sinsonte Trescolas",NA,NA,NA,NA,NA,NA
"13163","Brown-backed Mockingbird","Moqueur a dos brun","Mimus dorsalis","Sinsonte Castano",NA,NA,NA,NA,NA,NA
"13164","Bahama Mockingbird","Moqueur des Bahamas","Mimus gundlachii","Sinsonte de Bahamas",1047,4.7,NA,NA,NA,NA
"13165","Galapagos Mockingbird","Moqueur des Galapagos","Mimus parvulus","Sinsonte de Galapagos",1194,5.35,NA,NA,NA,NA
"13166","Floreana Mockingbird","Moqueur de Floreana","Mimus trifasciatus","Sinsonte de Floreana",1768,7.93,NA,NA,347,1.56
"13167","Española Mockingbird","Moqueur d'Espanola","Mimus macdonaldi","Sinsonte de Espanola",NA,NA,NA,NA,NA,NA
"13168","San Cristobal Mockingbird","Moqueur de San Cristobal","Mimus melanotis","Sinsonte de San Cristobal",NA,NA,NA,NA,NA,NA
"13169","Long-tailed Mockingbird","Moqueur a longue queue","Mimus longicaudatus","Sinsonte Colilargo",880,3.95,NA,NA,NA,NA
"13170","Socorro Mockingbird","Moqueur de Socorro","Mimus graysoni","Sinsonte de Isla Socorro",445,2,NA,NA,NA,NA
"13171","Tropical Mockingbird","Moqueur des savanes","Mimus gilvus","Sinsonte Tropical",2580,11.57,NA,NA,590,2.66
"13172","Tropical Mockingbird (Tropical)","Moqueur des savanes (groupe gilvus)","Mimus gilvus [gilvus Group]","Sinsonte Tropical (grupo gilvus)",NA,NA,NA,NA,NA,NA
"13173","Tropical Mockingbird (San Andres)","Moqueur des savanes (magnirostris)","Mimus gilvus magnirostris","Sinsonte Tropical (magnirostris)",NA,NA,NA,NA,NA,NA
"13174","Northern Mockingbird","Moqueur polyglotte","Mimus polyglottos","Sinsonte Norteno",5860,26.28,1017,4.56,NA,NA
"13175","Bahama x Northern Mockingbird (hybrid)","Hybride Moqueur des Bahamas x M. polyglotte","Mimus gundlachii x polyglottos","Sinsonte de Bahamas x Norteno (hibrido)",NA,NA,NA,NA,NA,NA
"13176","Tropical x Northern Mockingbird (hybrid)","Hybride Moqueur des savanes x M. polyglotte","Mimus gilvus x polyglottos","Sinsonte Tropical x Norteno (hibrido)",NA,NA,NA,NA,NA,NA
"13177","Tropical/Northern Mockingbird","Moqueur des savanes ou M. polyglotte","Mimus gilvus/polyglottos","Sinsonte Tropical/Norteno",NA,NA,NA,NA,NA,NA
"13178","Mimidae sp.","Mimide sp.","Mimidae sp.","Sinsonte sp.",NA,NA,NA,NA,NA,NA
"13179","Grandala","Grandala bleu","Grandala coelicolor","Zorzal Grandala",2776,12.45,202,0.91,474,2.14
"13180","Eastern Bluebird","Merlebleu de l'Est","Sialia sialis","Azulejo Oriental",4469,20.04,NA,NA,NA,NA
"13181","Eastern Bluebird (Eastern)","Merlebleu de l'Est (sialis/bermudensis)","Sialia sialis sialis/bermudensis","Azulejo Oriental (sialis/bermudensis)",NA,NA,NA,NA,NA,NA
"13182","Eastern Bluebird (Mexican)","Merlebleu de l'Est (groupe guatemalae)","Sialia sialis [guatemalae Group]","Azulejo Oriental (grupo guatemalae)",NA,NA,NA,NA,NA,NA
"13183","Western Bluebird","Merlebleu de l'Ouest","Sialia mexicana","Azulejo Occidental",5063,22.7,NA,NA,NA,NA
"13184","Eastern x Western Bluebird (hybrid)","Hybride Merlebleu de l'Est x M. de l'Ouest","Sialia sialis x mexicana","Azulejo Oriental x Occidental (hibrido)",NA,NA,NA,NA,NA,NA
"13185","Mountain Bluebird","Merlebleu azure","Sialia currucoides","Azulejo Claro",6553,29.39,NA,NA,4178,18.82
"13186","Eastern x Mountain Bluebird (hybrid)","Hybride Merlebleu de l'Est x M. azure","Sialia sialis x currucoides","Azulejo Oriental x Claro (hibrido)",NA,NA,NA,NA,NA,NA
"13187","Western x Mountain Bluebird (hybrid)","Hybride Merlebleu de l'Ouest x M. azure","Sialia mexicana x currucoides","Azulejo Occidental x Claro (hibrido)",NA,NA,NA,NA,NA,NA
"13188","bluebird sp.","Sialia sp.","Sialia sp.","Azulejo sp.",NA,NA,NA,NA,NA,NA
"13189","Rufous Flycatcher-Thrush","Stizorhin de Fraser","Neocossyphus fraseri","Zorzal de Fraser",NA,NA,NA,NA,NA,NA
"13190","Finsch's Flycatcher-Thrush","Stizorhin de Finsch","Neocossyphus finschi","Zorzal de Finsch",NA,NA,NA,NA,NA,NA
"13191","Red-tailed Ant-Thrush","Neocossyphe a queue rousse","Neocossyphus rufus","Zorzal Colirrufo",NA,NA,NA,NA,NA,NA
"13192","Red-tailed Ant-Thrush (Red-tailed)","Neocossyphe a queue rousse (gabunensis)","Neocossyphus rufus gabunensis","Zorzal Colirrufo (gabunensis)",NA,NA,NA,NA,NA,NA
"13193","Red-tailed Ant-Thrush (Coastal)","Neocossyphe a queue rousse (rufus)","Neocossyphus rufus rufus","Zorzal Colirrufo (rufus)",NA,NA,NA,NA,NA,NA
"13194","White-tailed Ant-Thrush","Neocossyphe a queue blanche","Neocossyphus poensis","Zorzal de Fernando Poo",NA,NA,NA,NA,NA,NA
"13195","Townsend's Solitaire","Solitaire de Townsend","Myadestes townsendi","Solitario Norteno",NA,NA,NA,NA,NA,NA
"13196","Brown-backed Solitaire","Solitaire a dos brun","Myadestes occidentalis","Solitario Dorsipardo",364,1.63,NA,NA,NA,NA
"13197","Cuban Solitaire","Solitaire de Cuba","Myadestes elisabeth","Solitario Cubano",3161,14.17,NA,NA,NA,NA
"13198","Rufous-throated Solitaire","Solitaire siffleur","Myadestes genibarbis","Solitario Gorjirrufo",NA,NA,NA,NA,NA,NA
"13199","Rufous-throated Solitaire (Rufous-throated)","Solitaire siffleur (groupe genibarbis)","Myadestes genibarbis [genibarbis Group]","Solitario Gorjirrufo (grupo genibarbis)",NA,NA,NA,NA,NA,NA
"13200","Rufous-throated Solitaire (St. Vincent)","Solitaire siffleur (sibilans)","Myadestes genibarbis sibilans","Solitario Gorjirrufo (sibilans)",NA,NA,NA,NA,NA,NA
"13201","Black-faced Solitaire","Solitaire masque","Myadestes melanops","Solitario Carinegro",NA,NA,2087,9.36,NA,NA
"13202","Varied Solitaire","Solitaire varie","Myadestes coloratus","Solitario Variado",NA,NA,NA,NA,NA,NA
"13203","Slate-colored Solitaire","Solitaire ardoise","Myadestes unicolor","Solitario Unicolor",NA,NA,NA,NA,NA,NA
"13204","Andean Solitaire","Solitaire des Andes","Myadestes ralloides","Solitario Andino",NA,NA,NA,NA,NA,NA
"13205","Andean Solitaire (plumbeiceps)","Solitaire des Andes (plumbeiceps)","Myadestes ralloides plumbeiceps","Solitario Andino (plumbeiceps)",NA,NA,NA,NA,NA,NA
"13206","Andean Solitaire (venezuelensis/candelae)","Solitaire des Andes (venezuelensis/candelae)","Myadestes ralloides venezuelensis/candelae","Solitario Andino (venezuelensis/candelae)",NA,NA,NA,NA,NA,NA
"13207","Andean Solitaire (ralloides)","Solitaire des Andes (ralloides)","Myadestes ralloides ralloides","Solitario Andino (ralloides)",NA,NA,NA,NA,NA,NA
"13208","Kamao","Solitaire kamao","Myadestes myadestinus","Solitario Kamao",NA,NA,NA,NA,NA,NA
"13209","Amaui","Solitaire d'Oahu","Myadestes woahensis","Solitario Myadestes Lanaiensis",NA,NA,NA,NA,NA,NA
"13210","Olomao","Solitaire de Lanai","Myadestes lanaiensis","Solitario Olomao",NA,NA,NA,NA,NA,NA
"13211","Omao","Solitaire d'Hawai","Myadestes obscurus","Solitario Omao",6308,28.29,NA,NA,NA,NA
"13212","Puaiohi","Solitaire puaiohi","Myadestes palmeri","Solitario Puaiohi",692,3.1,NA,NA,NA,NA
"13213","Long-tailed Thrush","Grive de Dixon","Zoothera dixoni","Zorzal de Dixon",NA,NA,NA,NA,NA,NA
"13214","Alpine Thrush","Grive de Hodgson","Zoothera mollissima","Zorzal Dorsiliso del Himalaya",911,4.09,NA,NA,NA,NA
"13215","Himalayan Thrush","Grive de Salim Ali","Zoothera salimalii","Zorzal de Salim Ali",NA,NA,NA,NA,NA,NA
"13216","Alpine/Himalayan Thrush","Grive de Hodgson ou G. de Salim Ali","Zoothera mollissima/salimalii","Zorzal Dorsiliso del Himalaya/de Salim Ali",NA,NA,NA,NA,NA,NA
"13217","Sichuan Thrush","Grive du Sichuan","Zoothera griseiceps","Zorzal Dorsiliso de Sichuan",NA,NA,NA,NA,NA,NA
"13218","Alpine/Sichuan Thrush","Grive de Hodgson ou G. du Sichuan","Zoothera mollissima/griseiceps","Zorzal Dorsiliso del Himalaya/de Sichuan",NA,NA,NA,NA,NA,NA
"13219","Alpine/Himalayan/Sichuan Thrush","Grive de Hodgson, G. de Salim Ali ou G. du Sichuan","Zoothera mollissima/salimalii/griseiceps","Zorzal Dorsiliso del Himalaya/de Salim Ali/de Sichuan",NA,NA,NA,NA,NA,NA
"13220","Geomalia","Geomalie des Celebes","Zoothera heinrichi","Zorzal Terrestre de Celebes",NA,NA,NA,NA,NA,NA
"13221","Dark-sided Thrush","Grive a grand bec","Zoothera marginata","Zorzal Flanquioscuro",NA,NA,NA,NA,NA,NA
"13222","Long-billed Thrush","Grive montagnarde","Zoothera monticola","Zorzal Piquilargo",NA,NA,NA,NA,NA,NA
"13223","Everett's Thrush","Grive d'Everett","Zoothera everetti","Zorzal de Everett",NA,NA,NA,NA,NA,NA
"13224","Sunda Thrush","Grive andromede","Zoothera andromedae","Zorzal de Andromeda",1333,5.98,NA,NA,NA,NA
"13225","White's Thrush","Grive doree","Zoothera aurea","Zorzal Dorado",425,1.91,363,1.63,432,1.95
"13226","Scaly Thrush","Grive dama","Zoothera dauma","Zorzal Escamoso",4828,21.65,NA,NA,NA,NA
"13227","Scaly Thrush (Scaly)","Grive dama (dauma)","Zoothera dauma dauma","Zorzal Escamoso (del Himalaya)",NA,NA,NA,NA,NA,NA
"13228","Scaly Thrush (Horsfield's)","Grive dama (horsfieldi)","Zoothera dauma horsfieldi","Zorzal Escamoso (horsfieldi)",NA,NA,NA,NA,NA,NA
"13229","Scaly Thrush (Iriomotejima)","Grive dama (iriomotensis)","Zoothera dauma iriomotensis","Zorzal Escamoso (de Iriomotejima)",NA,NA,NA,NA,NA,NA
"13230","White's/Scaly Thrush","Grive doree ou G. dama","Zoothera aurea/dauma","Zorzal Dorado/Escamoso",NA,NA,NA,NA,NA,NA
"13231","Amami Thrush","Grive d'Amami","Zoothera major","Zorzal de Amami",NA,NA,NA,NA,NA,NA
"13232","Nilgiri Thrush","Grive des Nilgiri","Zoothera neilgherriensis","Zorzal de Nilgiri",NA,NA,NA,NA,NA,NA
"13233","Sri Lanka Thrush","Grive de Ceylan","Zoothera imbricata","Zorzal de Sri Lanka",NA,NA,NA,NA,NA,NA
"13234","Bonin Thrush","Grive des Bonin","Zoothera terrestris","Zorzal de Bonin",NA,NA,NA,NA,NA,NA
"13235","Makira Thrush","Grive des Salomon","Zoothera margaretae","Zorzal de San Cristobal",NA,NA,NA,NA,NA,NA
"13236","Guadalcanal Thrush","Grive de Guadalcanal","Zoothera turipavae","Zorzal de Guadalcanal",NA,NA,NA,NA,NA,NA
"13237","Bassian Thrush","Grive a lunules","Zoothera lunulata","Zorzal Lunado",1779,7.98,NA,NA,NA,NA
"13238","New Britain Thrush","Grive de Nouvelle-Bretagne","Zoothera talaseae","Zorzal de Nueva Bretana",NA,NA,NA,NA,NA,NA
"13239","Bougainville Thrush","Grive de Bougainville","Zoothera atrigena","Zorzal de Bouganinville",NA,NA,NA,NA,NA,NA
"13240","Russet-tailed Thrush","Grive de Heine","Zoothera heinei","Zorzal de Heine",NA,NA,NA,NA,NA,NA
"13241","Russet-tailed Thrush (Russet-tailed)","Grive de Heine (groupe heinei)","Zoothera heinei [heinei Group]","Zorzal de Heine (grupo heinei)",NA,NA,NA,NA,NA,NA
"13242","Russet-tailed Thrush (Mussau)","Grive de Heine (eichhorni)","Zoothera heinei eichhorni","Zorzal de Heine (eichhorni)",NA,NA,NA,NA,NA,NA
"13243","Bassian/Russet-tailed Thrush","Grive a lunules ou G. de Heine","Zoothera lunulata/heinei","Zorzal Lunado/de Heine",NA,NA,NA,NA,NA,NA
"13244","Fawn-breasted Thrush","Grive a poitrine fauve","Zoothera machiki","Zorzal de Tanimbar",NA,NA,NA,NA,NA,NA
"13245","Zoothera sp.","Zoothera sp.","Zoothera sp.","Zorzal (Zoothera) sp.",NA,NA,NA,NA,NA,NA
"13246","Sulawesi Thrush","Cataponere des Celebes","Cataponera turdoides","Zorzal Montano de Celebes",NA,NA,NA,NA,NA,NA
"13247","Fruit-hunter","Cochoa de Borneo","Chlamydochaera jefferyi","Zorzal de Borneo",NA,NA,NA,NA,NA,NA
"13248","Purple Cochoa","Cochoa violet","Cochoa purpurea","Cochoa Purpura",NA,NA,NA,NA,NA,NA
"13249","Green Cochoa","Cochoa vert","Cochoa viridis","Cochoa Verde",1038,4.65,NA,NA,NA,NA
"13250","Purple/Green Cochoa","Cochoa violet ou C. vert","Cochoa purpurea/viridis","Cochoa Purpura/Verde",NA,NA,NA,NA,NA,NA
"13251","Sumatran Cochoa","Cochoa de Sumatra","Cochoa beccarii","Cochoa de Sumatra",NA,NA,NA,NA,NA,NA
"13252","Javan Cochoa","Cochoa azure","Cochoa azurea","Cochoa de Java",NA,NA,NA,NA,NA,NA
"13253","Varied Thrush","Grive a collier","Ixoreus naevius","Zorzal Pinto",3343,14.99,NA,NA,NA,NA
"13254","Black-billed Nightingale-Thrush","Grive a bec noir","Catharus gracilirostris","Zorzalito Piquinegro",NA,NA,NA,NA,NA,NA
"13255","Orange-billed Nightingale-Thrush","Grive a bec orange","Catharus aurantiirostris","Zorzalito Piquigualda",NA,NA,NA,NA,NA,NA
"13256","Orange-billed Nightingale-Thrush (Brown-headed)","Grive a bec orange (groupe melpomene)","Catharus aurantiirostris [melpomene Group]","Zorzalito Piquigualda (grupo melpomene)",NA,NA,NA,NA,NA,NA
"13257","Orange-billed Nightingale-Thrush (Gray-headed)","Grive a bec orange (groupe griseiceps)","Catharus aurantiirostris [griseiceps Group]","Zorzalito Piquigualda (grupo griseiceps)",NA,NA,NA,NA,NA,NA
"13258","Orange-billed Nightingale-Thrush (Orange-billed)","Grive a bec orange (groupe aurantiirostris)","Catharus aurantiirostris [aurantiirostris Group]","Zorzalito Piquigualda (grupo aurantiirostris)",NA,NA,NA,NA,NA,NA
"13259","Slaty-backed Nightingale-Thrush","Grive ardoisee","Catharus fuscater","Zorzalito Sombrio",NA,NA,NA,NA,NA,NA
"13260","Slaty-backed Nightingale-Thrush (Black-backed)","Grive ardoisee (hellmayri)","Catharus fuscater hellmayri","Zorzalito Sombrio (hellmayri)",NA,NA,NA,NA,NA,NA
"13261","Slaty-backed Nightingale-Thrush (Slaty-backed)","Grive ardoisee (groupe fuscater)","Catharus fuscater [fuscater Group]","Zorzalito Sombrio (grupo fuscater)",NA,NA,NA,NA,NA,NA
"13262","Russet Nightingale-Thrush","Grive roussatre","Catharus occidentalis","Zorzalito Piquipardo",NA,NA,NA,NA,NA,NA
"13263","Ruddy-capped Nightingale-Thrush","Grive a calotte rousse","Catharus frantzii","Zorzalito de Frantzius",NA,NA,NA,NA,NA,NA
"13264","Russet/Ruddy-capped Nightingale-Thrush","Grive roussatre ou G. a calotte rousse","Catharus occidentalis/frantzii","Zorzalito Piquipardo/de Frantzius",NA,NA,NA,NA,NA,NA
"13265","Black-headed Nightingale-Thrush","Grive a tete noire","Catharus mexicanus","Zorzalito Cabecinegro",NA,NA,788,3.53,NA,NA
"13266","Yellow-throated Nightingale-Thrush","Grive tavelee","Catharus dryas","Zorzalito Overo",NA,NA,NA,NA,NA,NA
"13267","Speckled Nightingale-Thrush","Grive de Sclater","Catharus maculatus","Zorzalito Pinto",NA,NA,NA,NA,NA,NA
"13268","Veery","Grive fauve","Catharus fuscescens","Zorzalito Rojizo",3044,13.65,880,3.95,NA,NA
"13269","Gray-cheeked Thrush","Grive a joues grises","Catharus minimus","Zorzalito Carigris",NA,NA,NA,NA,NA,NA
"13270","Bicknell's Thrush","Grive de Bicknell","Catharus bicknelli","Zorzalito de Bicknell",1151,5.16,650,2.91,NA,NA
"13271","Veery x Bicknell's Thrush (hybrid)","Hybride Grive fauve x G. de Bicknell","Catharus fuscescens x bicknelli","Zorzalito Rojizo x de Bicknell (hibrido)",NA,NA,NA,NA,NA,NA
"13272","Gray-cheeked/Bicknell's Thrush","Grive a joues grises ou G. de Bicknell","Catharus minimus/bicknelli","Zorzalito Carigris/de Bicknell",NA,NA,NA,NA,NA,NA
"13273","Swainson's Thrush","Grive a dos olive","Catharus ustulatus","Zorzalito de Swainson",2336,10.48,NA,NA,NA,NA
"13274","Swainson's Thrush (Russet-backed)","Grive a dos olive (groupe ustulatus)","Catharus ustulatus [ustulatus Group]","Zorzalito de Swainson (grupo ustulatus)",NA,NA,NA,NA,NA,NA
"13275","Swainson's Thrush (Olive-backed)","Grive a dos olive (groupe swainsoni)","Catharus ustulatus [swainsoni Group]","Zorzalito de Swainson (grupo swainsoni)",NA,NA,NA,NA,NA,NA
"13276","Hermit Thrush","Grive solitaire","Catharus guttatus","Zorzalito Colirrufo",7148,32.05,1733,7.77,NA,NA
"13277","Hermit Thrush (guttatus Group)","Grive solitaire (groupe guttatus)","Catharus guttatus [guttatus Group]","Zorzalito Colirrufo (grupo guttatus)",NA,NA,NA,NA,NA,NA
"13278","Hermit Thrush (auduboni Group)","Grive solitaire (groupe auduboni)","Catharus guttatus [auduboni Group]","Zorzalito Colirrufo (grupo auduboni)",NA,NA,NA,NA,NA,NA
"13279","Hermit Thrush (faxoni/crymophilus)","Grive solitaire (faxoni/crymophilus)","Catharus guttatus faxoni/crymophilus","Zorzalito Colirrufo (faxoni/crymophilus)",NA,NA,NA,NA,NA,NA
"13280","Catharus sp.","Catharus sp.","Catharus sp.","Zorzalito sp.",NA,NA,NA,NA,NA,NA
"13281","Wood Thrush","Grive des bois","Hylocichla mustelina","Zorzalito Maculado",5355,24.01,1690,7.58,NA,NA
"13282","Black Solitaire","Grive coracine","Entomodestes coracinus","Solitario Negro",7894,35.4,NA,NA,5637,25.39
"13283","White-eared Solitaire","Grive oreillarde","Entomodestes leucotis","Solitario Orejiblanco",NA,NA,NA,NA,NA,NA
"13284","Rufous-brown Solitaire","Grive roux-brun","Cichlopsis leucogenys","Solitario Ocre",NA,NA,NA,NA,NA,NA
"13285","Rufous-brown Solitaire (Chestnut-throated)","Grive roux-brun (chubbi)","Cichlopsis leucogenys chubbi","Solitario Ocre (chubbi)",NA,NA,NA,NA,NA,NA
"13286","Rufous-brown Solitaire (Peruvian)","Grive roux-brun (peruviana)","Cichlopsis leucogenys peruviana","Solitario Ocre (peruviana)",NA,NA,NA,NA,NA,NA
"13287","Rufous-brown Solitaire (Guianan)","Grive roux-brun (gularis)","Cichlopsis leucogenys gularis","Solitario Ocre (gularis)",NA,NA,NA,NA,NA,NA
"13288","Rufous-brown Solitaire (Rufous-brown)","Grive roux-brun (leucogenys)","Cichlopsis leucogenys leucogenys","Solitario Ocre (leucogenys)",NA,NA,NA,NA,NA,NA
"13289","Aztec Thrush","Grive azteque","Ridgwayia pinicola","Zorzal Azteca",1154,5.17,NA,NA,NA,NA
"13290","Siberian Thrush","Grive de Siberie","Geokichla sibirica","Zorzal Siberiano",1180,5.29,NA,NA,NA,NA
"13291","Pied Thrush","Grive de Ward","Geokichla wardii","Zorzal de Ward",1800,8.07,NA,NA,NA,NA
"13292","Spotted Ground-Thrush","Grive tachetee","Geokichla guttata","Zorzal Moteado",NA,NA,NA,NA,NA,NA
"13293","Spotted Ground-Thrush (Lotti)","Grive tachetee (maxis)","Geokichla guttata maxis","Zorzal Moteado (maxis)",NA,NA,NA,NA,NA,NA
"13294","Spotted Ground-Thrush (Upemba)","Grive tachetee (lippensi)","Geokichla guttata lippensi","Zorzal Moteado (lippensi)",NA,NA,NA,NA,NA,NA
"13295","Spotted Ground-Thrush (Spotted)","Grive tachetee (groupe guttata)","Geokichla guttata [guttata Group]","Zorzal Moteado (grupo guttata)",NA,NA,NA,NA,NA,NA
"13296","Black-eared Ground-Thrush","Grive du Cameroun","Geokichla camaronensis","Zorzal Camerunes",NA,NA,NA,NA,NA,NA
"13297","Black-eared Ground-Thrush (Cameroon)","Grive du Cameroun (camaronensis)","Geokichla camaronensis camaronensis","Zorzal Camerunes (camaronensis)",NA,NA,NA,NA,NA,NA
"13298","Black-eared Ground-Thrush (Grauer's)","Grive du Cameroun (graueri)","Geokichla camaronensis graueri","Zorzal Camerunes (graueri)",NA,NA,NA,NA,NA,NA
"13299","Gray Ground-Thrush","Grive olivatre","Geokichla princei","Zorzal de Ghana",NA,NA,NA,NA,NA,NA
"13300","Gray Ground-Thrush (Prince's)","Grive olivatre (princei)","Geokichla princei princei","Zorzal de Ghana (princei)",NA,NA,NA,NA,NA,NA
"13301","Gray Ground-Thrush (Bates's)","Grive olivatre (batesi)","Geokichla princei batesi","Zorzal de Ghana (batesi)",NA,NA,NA,NA,NA,NA
"13302","Crossley's Ground-Thrush","Grive de Crossley","Geokichla crossleyi","Zorzal de Crossley",NA,NA,NA,NA,NA,NA
"13303","Crossley's Ground-Thrush (Crossley's)","Grive de Crossley (crossleyi)","Geokichla crossleyi crossleyi","Zorzal de Crossley (crossleyi)",NA,NA,NA,NA,NA,NA
"13304","Crossley's Ground-Thrush (Itombwe)","Grive de Crossley (pilettei)","Geokichla crossleyi pilettei","Zorzal de Crossley (pilettei)",NA,NA,NA,NA,NA,NA
"13305","Oberlander's Ground-Thrush","Grive d'Oberlander","Geokichla oberlaenderi","Zorzal de Oberlaender",NA,NA,NA,NA,NA,NA
"13306","Abyssinian Ground-Thrush","Grive de Piaggia","Geokichla piaggiae","Zorzal de Piaggia",NA,NA,NA,NA,NA,NA
"13307","Abyssinian Ground-Thrush (Abyssinian)","Grive de Piaggia (groupe piaggiae)","Geokichla piaggiae [piaggiae Group]","Zorzal de Piaggia (grupo piaggiae)",NA,NA,NA,NA,NA,NA
