"","species","English.name","X","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","winglength_ok"
"314","Reinwardtoena browni","Pied Cuckoo-dove",740,661,"Columbidae","Columbiformes","AVIBASE-567966D3",4,1,0,3,4,27.3,12.4,5.6,8.1,29.2,228.8,83.1,145.6,36.4,196.1,304,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-6.31,-1.91,-4.99,150.71,45117.99,22690596,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.09933237,1.21522863,0.286827004
"315","Reinwardtoena crassirostris","Crested Cuckoo-dove",741,662,"Columbidae","Columbiformes","AVIBASE-F7DED186",3,1,2,0,3,23.7,12.8,6.9,9.8,25.3,203.7,67.7,136,33.2,179.9,259,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-10.83,-5.41,-8.14,158.38,34295.64,22690600,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3735952,1.055028991,0.183814987
"316","Patagioenas leucocephala","White-crowned Pigeon",710,664,"Columbidae","Columbiformes","AVIBASE-5F571C8A",4,1,1,2,4,27.8,13.9,5.3,5.3,26.7,190.8,64.7,126.1,33.9,121.5,240.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",8.88,27.23,20.42,-76.36,238971.29,22690229,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1.56772999,0.979256432,0.130872557
"317","Patagioenas caribaea","Ring-tailed Pigeon",708,674,"Columbidae","Columbiformes","AVIBASE-05E3F3DF",3,2,1,0,3,24,12,5.5,6,28.3,209.7,74,135.7,35.3,147,250,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",17.86,18.46,18.19,-77.21,7105.93,22690281,3,1,1,0,0,1,0,1,0,0,0,0,0,0,-1.947683784,1.019661847,0.208439374
"318","Patagioenas oenops","Peruvian Pigeon",711,677,"Columbidae","Columbiformes","AVIBASE-2328CDB8",4,3,1,0,4,22.2,12.1,4.3,5,24.3,192,68.5,123.5,35.7,117.2,264.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Insessorial",-7.91,-4.71,-6.09,-78.28,5928.3,22690302,3,1,1,0,1,0,0,1,0,0,0,0,0,0,-2.128875937,1.076420181,0.135797434
"319","Patagioenas inornata","Plain Pigeon",709,678,"Columbidae","Columbiformes","AVIBASE-C4BD9E16",4,2,1,1,4,24.7,14.1,4.6,5.2,27.7,209,81.5,127.5,39,123.8,365,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Insessorial",17.61,22.71,19.12,-73.5,50937.43,22690312,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0.02198459,1.398098283,0.205566529
"320","Patagioenas subvinacea","Ruddy Pigeon",712,680,"Columbidae","Columbiformes","AVIBASE-F4F72BD9",8,3,5,0,4,18.8,9.8,3.8,4.1,20.8,156.3,53.6,102.7,34.3,114.4,162.5,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-18.3,11.06,-2.21,-64.55,6899058.97,22690328,1,0,1,0,0,1,1,1,0,0,0,0,0,0,4.93052687,0.588878931,-0.010717665
"321","Starnoenas cyanocephala","Blue-headed Quail-dove",742,736,"Columbidae","Columbiformes","AVIBASE-F117ED15",4,0,3,1,3,22.8,10.2,3.7,4.2,32.9,140.3,42.3,98,30.2,96,219,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",19.83,23.19,21.14,-78.14,28507.5,22690970,4,1,0,1,0,0,0,1,0,0,0,0,1,0,-0.55844622,0.887272659,-0.076382696
"322","Geotrygon purpurata","Purple Quail-dove",689,683,"Columbidae","Columbiformes","AVIBASE-B18C3C10",4,2,2,0,4,20.6,10.1,3.2,4.2,35.7,134.2,35.2,99,26.3,65,129,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",-0.13,5.76,2.23,-77.89,57184.69,22728282,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0.13767277,0.358013333,-0.101417489
"323","Geotrygon versicolor","Crested Quail-dove",690,685,"Columbidae","Columbiformes","AVIBASE-CA19EB97",4,0,2,2,4,24.7,9.9,3.8,5,35.6,155.8,45.6,110.2,29.3,88.2,225,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",17.7,18.53,18.16,-77.31,11021.79,22690924,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.508739209,0.914301331,-0.012769697
"324","Geotrygon caniceps","Grey-headed Quail-dove",687,686,"Columbidae","Columbiformes","AVIBASE-947E8D75",5,1,2,2,5,21.4,7.9,3,4.6,35.2,148.6,43.8,104.8,29.5,89.4,192,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",19.83,23.01,21,-77.56,23265.89,22729904,3,1,1,1,0,0,0,1,0,1,0,0,0,0,-0.76162509,0.755696301,-0.042318961
"325","Geotrygon leucometopia","White-fronted Quail-dove",688,687,"Columbidae","Columbiformes","AVIBASE-6200936B",4,1,3,0,4,20.2,7.7,2.8,3.9,34.3,151.5,48.6,102.9,32,81,192,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",18.02,19.31,18.87,-71,4828.19,22729909,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-2.334141775,0.755696301,-0.030417174
"326","Leptotila conoveri","Tolima Dove",699,696,"Columbidae","Columbiformes","AVIBASE-52700241",2,1,1,0,2,20.6,9.1,2.8,3.5,31.6,136,32,103.9,23.6,90.8,153.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Terrestrial",1.81,4.93,3.51,-75.57,2812.53,22690898,2,0,1,0,1,0,0,1,0,0,0,0,0,0,-2.874528997,0.531901496,-0.094030173
"327","Leptotila ochraceiventris","Ochre-bellied Dove",700,697,"Columbidae","Columbiformes","AVIBASE-597CE4E8",4,2,2,0,4,21.2,9.2,3.1,3.8,31.3,132.4,33.5,99,25.3,96.2,146,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Granivore","Generalist",-5.94,-1.56,-3.76,-79.91,6446.42,22690895,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-2.045088493,0.481807551,-0.108804805
"328","Leptotila battyi","Brown-backed Dove",698,699,"Columbidae","Columbiformes","AVIBASE-CC39ED20",1,1,0,0,1,19.5,9.8,2.5,3.3,30,135,39,96,28.9,91,160.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Terrestrial",7.22,7.79,7.49,-81.03,1791.99,22690868,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-3.325286697,0.577117731,-0.098134237
"329","Leptotila wellsi","Grenada Dove",701,701,"Columbidae","Columbiformes","AVIBASE-4A922076",1,0,1,0,1,21.2,9.6,3.2,4.9,32.2,138,21.6,116.4,15.7,91,200,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Herbivore","Granivore","Terrestrial",12,12.12,12.05,-61.71,15.36,22690874,5,1,1,1,1,0,0,0,0,1,1,0,1,0,-8.084601982,0.796518296,-0.085822044
"330","Zentrygon carrikeri","Tuxtla Quail-dove",764,704,"Columbidae","Columbiformes","AVIBASE-3A16532D",2,0,2,0,2,25.2,10.9,5.7,4.9,42.1,146.5,33.9,112.6,23.1,92.5,267,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",18.29,18.57,18.38,-94.94,127.54,22690901,4,1,1,0,0,0,0,1,0,0,0,0,0,0,-5.967938669,1.085449587,-0.050937496
"331","Zentrygon goldmani","Russet-crowned Quail-dove",765,711,"Columbidae","Columbiformes","AVIBASE-1751C006",4,2,2,0,4,19.9,10.8,5,5.2,42.1,141.5,26.1,115.4,18.4,85,258,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Terrestrial",7.07,9.38,7.83,-77.64,6012.31,22690942,2,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.114804397,1.051160514,-0.071457818
"332","Zenaida galapagoensis","Galapagos Dove",762,715,"Columbidae","Columbiformes","AVIBASE-E0DFC281",7,3,4,0,6,20.3,12.6,3.8,4,22.9,125.4,45.3,78.8,36.6,64.9,111,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Herbivore","Granivore","Generalist",-1.41,1.68,-0.54,-90.89,8331.05,22690758,2,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.788623932,0.20773113,-0.137533255
"333","Columbina cyanopis","Blue-eyed Ground-dove",657,727,"Columbidae","Columbiformes","AVIBASE-C6FA453A",3,1,2,0,1,10.6,6,2.4,2.5,15.2,67.5,13,53,19.7,64,45.6,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",2,1,"Herbivore","Granivore","Terrestrial",-17.17,-16.82,-17,-43.04,552.52,22690804,5,1,1,1,0,0,0,0,0,0,0,0,1,0,-4.501879078,-0.681891354,-0.375158584
"334","Paraclaravis geoffroyi","Purple-winged Ground-dove",707,735,"Columbidae","Columbiformes","AVIBASE-1652D541",4,2,2,0,4,17.4,10.8,3.4,3.7,22.1,118,41,77,34.7,81.8,43.5,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Granivore","Terrestrial",-28.12,-19.83,-24.08,-46.92,148131.85,22690819,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1.08948932,-0.729038133,-0.167903332
"335","Henicophaps foersteri","New Britain Bronzewing",697,738,"Columbidae","Columbiformes","AVIBASE-0165D38B",1,1,0,0,1,34.3,20.7,6.4,8.6,34.5,203,52.3,150.7,25.8,135,247,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",3,1,"Omnivore","Omnivore","Terrestrial",-6.31,-4.14,-5.46,150.63,31332.27,22690664,3,1,1,1,0,0,0,1,0,0,0,0,0,0,-0.46396487,1.007589266,0.180942142
"336","Gallicolumba luzonica","Luzon Bleeding-heart",682,739,"Columbidae","Columbiformes","AVIBASE-804BBC8C",8,4,3,1,8,20.7,8.8,2.9,4.2,32.5,142.7,39,103.6,27.4,80.7,196,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",12.54,18.65,15.91,121.47,107374.52,22690979,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.76770948,0.776315588,-0.066532941
"337","Gallicolumba crinigera","Mindanao Bleeding-heart",680,740,"Columbidae","Columbiformes","AVIBASE-F868CF77",4,2,2,0,4,20.3,10.3,3.1,4.5,36.1,150.2,43,107.2,28.6,97.2,192.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",5.56,12.59,8.25,124.83,94066.4,22690991,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0.63538748,0.756737426,-0.035752458
"338","Gallicolumba platenae","Mindoro Bleeding-heart",684,741,"Columbidae","Columbiformes","AVIBASE-6505921E",6,1,3,2,6,19.9,9.8,4.2,5.3,35,153.1,42.2,110.8,27.6,98.4,196,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",12.66,13.49,13.21,121.13,475.23,22690985,5,1,1,0,0,1,0,1,0,0,0,0,0,0,-4.652569813,0.776315588,-0.023850671
"339","Gallicolumba keayi","Negros Bleeding-heart",681,742,"Columbidae","Columbiformes","AVIBASE-A5C58F88",2,1,1,0,2,21.9,9.2,3.4,4.8,35,139.2,45.6,93.6,32.8,77.7,190.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",9.04,11.94,10.58,122.74,24352.06,22690988,5,1,1,1,1,0,0,1,0,0,0,0,0,0,-0.71599699,0.747853124,-0.080897167
"340","Gallicolumba menagei","Sulu Bleeding-heart",683,743,"Columbidae","Columbiformes","AVIBASE-521FCF00",2,0,1,1,2,23.4,10.4,3.5,5.2,34.6,158.5,47.9,110.7,30.2,97.5,196,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",5.05,5.35,5.2,120.05,585.5,22691005,5,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.443902527,0.776315588,-0.001688724
"341","Alopecoenas hoedtii","Wetar Ground-dove",632,746,"Columbidae","Columbiformes","AVIBASE-CD21DBC9",3,1,2,0,3,18.8,8.8,3.9,4.8,27,148.7,42.7,106,28.7,102.3,135,"Inferred",NA,"YES","Body Mass","Alopecoenas jobiensis","Forest",1,1,"Herbivore","Frugivore","Terrestrial",-10.37,-7.55,-9.11,125.22,27951.31,22691076,4,1,1,0,0,1,0,1,0,0,0,0,0,0,-0.57814936,0.403475707,-0.041908555
"342","Alopecoenas kubaryi","Caroline Ground-dove",633,748,"Columbidae","Columbiformes","AVIBASE-2E50E5DA",4,2,2,0,4,21.1,11.2,3.4,4.8,32.4,146,40.8,105.2,27.8,81.2,162,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",6.79,7.46,6.98,156.95,426.86,22691024,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-4.759912619,0.585797264,-0.052989529
"343","Alopecoenas xanthonurus","White-throated Ground-dove",637,749,"Columbidae","Columbiformes","AVIBASE-41AF6D10",5,2,3,0,4,19.7,11.9,3.8,4.8,29.8,139.2,39,98.8,28.4,87.8,110.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",9.44,20.54,14.09,144.56,1130.18,22691037,2,0,0,1,0,0,0,1,0,0,0,0,0,0,-3.786236519,0.204121018,-0.080897167
"344","Alopecoenas erythropterus","Polynesian Ground-dove",631,750,"Columbidae","Columbiformes","AVIBASE-DD2985FA",4,1,3,0,4,20.7,11.1,3.6,4.3,31.6,140.5,43.2,97.2,30.8,73.5,113.2,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Herbivore","Granivore","Terrestrial",-23.18,-14.91,-19.19,-140.86,47.85,22691030,5,1,0,1,0,0,0,1,0,0,0,0,1,0,-6.948297592,0.227357095,-0.075561883
"345","Alopecoenas rubescens","Marquesas Ground-dove",634,751,"Columbidae","Columbiformes","AVIBASE-AA66FD08",5,2,3,0,4,17.2,9.9,2.9,3.8,28.8,120.6,32,88.2,26.7,65.8,60,"Dunning",NA,"NO",NA,NA,"Shrubland",1,1,"Herbivore","Granivore","Insessorial",-9.44,-7.9,-8.14,-140.34,9.82,22691061,4,1,0,1,0,0,0,0,0,0,0,0,1,0,-8.531947588,-0.407454509,-0.157232764
"346","Alopecoenas canifrons","Palau Ground-dove",630,754,"Columbidae","Columbiformes","AVIBASE-40866A35",1,0,0,1,1,20.6,9.7,2.8,3.7,30.9,113,30,83,26.5,63,135,"Inferred",NA,"YES","Body Mass","Alopecoenas jobiensis","Forest",1,1,"Herbivore","Granivore","Terrestrial",6.89,7.73,7.44,134.54,454.47,22691071,4,1,1,1,1,0,1,0,1,0,0,0,0,0,-4.697236805,0.403475707,-0.188423654
"347","Alopecoenas sanctaecrucis","Santa Cruz Ground-dove",635,755,"Columbidae","Columbiformes","AVIBASE-C7C949AE",1,0,0,1,1,20.3,9.8,3,3.9,23.5,126,35,91,27.8,65,171,"Inferred",NA,"YES","Body Mass","Alopecoenas stairi","Forest",1,1,"Herbivore","Omnivore","Terrestrial",-15.62,-10.39,-15.2,166.79,1712.93,22691047,4,1,1,1,0,0,0,1,0,0,0,1,0,0,-3.370408076,0.639864486,-0.135070817
"348","Alopecoenas stairi","Shy Ground-dove",636,756,"Columbidae","Columbiformes","AVIBASE-39CA325C",4,2,2,0,4,22.1,12.8,3.4,4.4,31.3,147.5,46,101.5,31.2,89,171,"Dunning",NA,"NO",NA,NA,"Forest",3,1,"Herbivore","Omnivore","Terrestrial",-21.12,-13.43,-16.96,114.54,21209.69,22691042,3,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.854155278,0.639864486,-0.046833432
"349","Leucosarcia melanoleuca","Wonga Pigeon",702,759,"Columbidae","Columbiformes","AVIBASE-E91C72D9",4,1,3,0,4,28.8,12.3,4.6,4.6,41.2,197,63.7,133.3,32.3,133,428.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",-39.14,-20.06,-30.44,150.08,503204.11,22690727,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.31238244,1.558725012,0.156317756
"350","Geophaps plumifera","Spinifex Pigeon",685,762,"Columbidae","Columbiformes","AVIBASE-FFEE836B",9,4,5,0,8,16.8,10.5,4.5,5.7,20.4,106.7,30.9,75.1,29.2,68.1,94.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Herbivore","Granivore","Terrestrial",-28.15,-13.85,-21.83,130.75,1860384.76,22690682,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.61992517,0.044682119,-0.21427926
"351","Geophaps smithii","Partridge Pigeon",686,764,"Columbidae","Columbiformes","AVIBASE-888803D1",5,2,3,0,4,20.2,11.1,5.2,6.1,29.6,132.8,31.7,99.1,24.3,81.4,194,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Granivore","Terrestrial",-16.14,-11.09,-13.23,130.59,47102.86,22690689,3,1,1,1,0,0,0,0,0,1,0,0,1,0,-0.05627971,0.766059088,-0.107163179
"352","Phaps elegans","Brush Bronzewing",717,766,"Columbidae","Columbiformes","AVIBASE-020BE546",4,2,2,0,4,22.5,11.3,3.7,4,28.3,162.5,49.9,112.7,30.7,99,211.4,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Terrestrial",-43.64,-25,-35.41,138.02,694565.11,22690670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.63467248,0.851953002,0.014727534
"353","Otidiphaps aruensis","White-naped Pheasant-pigeon",705,775,"Columbidae","Columbiformes","AVIBASE-F197D25F",3,1,1,1,3,30.5,15.7,5.1,7.3,62.5,185.7,25.1,160.6,13.5,174.5,500,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,2,"Herbivore","Omnivore","Terrestrial",-6.93,-5.32,-6.17,134.42,7208.37,22728031,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-1.93337058,1.712809027,0.109941828
"354","Otidiphaps insularis","Black-naped Pheasant-pigeon",706,778,"Columbidae","Columbiformes","AVIBASE-857C5AD5",2,1,0,1,2,28.2,11.8,3.9,6,63.3,174.6,23.8,150.8,13.6,175,500,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,2,"Herbivore","Omnivore","Terrestrial",-9.73,-9.33,-9.53,150.66,1328.66,22726273,5,1,1,1,0,0,0,1,0,0,0,0,0,0,-3.624442515,1.712809027,0.064386713
"355","Goura cristata","Western Crowned-pigeon",691,780,"Columbidae","Columbiformes","AVIBASE-556137A4",4,2,2,0,4,43.3,27.8,8.5,9.5,101.2,355.5,62.5,293,17.6,260,2000,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",-4.3,-0.01,-2.38,133.22,80538.98,22691865,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0.48012786,3.099103389,0.806811964
"356","Goura sclaterii","Sclater's Crowned-pigeon",693,781,"Columbidae","Columbiformes","AVIBASE-9965E32D",4,2,2,0,4,50,27.9,8.5,9.6,93.5,359,68.8,290.2,19.1,263.9,2235,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",-9.07,-4.26,-6.47,141.04,192114.76,45014476,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1.34947947,3.210197436,0.821176189
"357","Goura scheepmakeri","Scheepmaker's Crowned-pigeon",692,782,"Columbidae","Columbiformes","AVIBASE-6551B257",4,2,2,0,4,46.9,29.2,8.1,8.8,89.8,354.5,60.8,293.8,17.1,266.8,2235,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",-10.5,-7.51,-9.39,147.87,15689.12,45014473,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-1.155645953,3.210197436,0.8027079
"358","Goura victoria","Victoria Crowned-pigeon",694,783,"Columbidae","Columbiformes","AVIBASE-EAA06956",4,2,2,0,4,45.9,28.7,8.1,9,90.2,350.5,66.2,284.2,18.9,258.2,2384,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Terrestrial",-9.82,-0.63,-3.28,140.72,116530.35,22691874,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.84953832,3.274735957,0.786291642
"359","Caloenas nicobarica","Nicobar Pigeon",638,784,"Columbidae","Columbiformes","AVIBASE-0FFC77EF",5,2,3,0,3,30.7,16.4,5.4,7.7,43.7,259,85.5,174.8,32.8,98.8,537.9,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Omnivore","Terrestrial",-11.85,19.58,-0.34,127.47,475640.94,22690974,2,0,1,1,0,0,0,1,0,0,0,0,0,0,2.25604981,1.785873598,0.410769749
"360","Didunculus strigirostris","Tooth-billed Pigeon",658,788,"Columbidae","Columbiformes","AVIBASE-987DE55E",4,1,1,2,4,22.6,17.1,10.2,15.2,38.7,188,56.5,131.5,30.1,99.5,400,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-14.02,-13.48,-13.72,-172.22,1235.53,22691890,5,1,1,1,0,0,0,1,0,0,0,0,1,0,-3.697113403,1.489665476,0.119381176
"361","Phapitreron maculipectus","Grey-breasted Brown-dove",716,802,"Columbidae","Columbiformes","AVIBASE-A8A5F2FC",25,9,15,1,4,27.2,15.6,5.5,6.6,21.6,147.3,51,97.6,34.3,113.5,145,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",9.04,11.65,10.17,122.91,14618.34,60543526,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.226336526,0.474934671,-0.047654245
"362","Phapitreron frontalis","Cebu Brown-dove",715,803,"Columbidae","Columbiformes","AVIBASE-DF9C629B",2,0,2,0,0,26.6,15.1,5.2,6.3,20.5,139,47.8,95,33.5,112,145,"DataFromSplit",NA,"YES","Beak Nares; Beak Width; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index","Phapitreron amethystinus","Forest",1,1,"Herbivore","Omnivore","Insessorial",9.48,9.96,9.72,123.42,499.58,60543516,5,1,1,0,1,1,1,1,0,0,0,0,0,0,-4.602600965,0.474934671,-0.081717979
"363","Phapitreron brunneiceps","Dark-eared Brown-dove",713,804,"Columbidae","Columbiformes","AVIBASE-43A48647",1,1,0,0,1,25.3,13.3,4.6,6.4,20.5,137.9,50,87.9,36.3,96.2,146,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",5.56,9.83,7.65,124.79,95407.83,22724523,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0.64954722,0.481807551,-0.08623245
"364","Phapitreron cinereiceps","Tawitawi Brown-dove",714,805,"Columbidae","Columbiformes","AVIBASE-ADE5FE2C",5,2,3,0,5,22.9,11.8,4.7,6.7,22.9,134.5,43.7,90.8,32.5,89.5,146,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",5.05,5.35,5.2,120.06,621.55,22691121,4,1,1,0,1,0,0,1,0,0,0,0,0,0,-4.384152352,0.481807551,-0.100186269
"365","Treron fulvicollis","Cinnamon-headed Green-pigeon",751,806,"Columbidae","Columbiformes","AVIBASE-614EC457",5,2,3,0,4,19.2,9.6,4.5,5,19.1,143.4,47.6,95.4,33.3,79,167,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",-5.95,11.94,1.34,109.94,932158.97,22691127,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.92888994,0.616194741,-0.063660096
"366","Treron phayrei","Ashy-headed Green-pigeon",755,810,"Columbidae","Columbiformes","AVIBASE-4116FF6B",5,2,3,0,4,20.1,10.6,4.9,6.1,23.3,155.8,61,96,38.9,85.2,187,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",8.56,28.92,19.87,98.97,1719830.14,22726285,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.54136738,0.729309546,-0.012769697
"367","Treron chloropterus","Andaman Green-pigeon",748,813,"Columbidae","Columbiformes","AVIBASE-34FED63C",4,2,2,0,4,23.7,12.5,6.2,7.8,26.5,172,61.9,110.1,36,88,234,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",6.75,14.19,11.21,92.97,6117.84,22726279,2,0,1,0,1,0,0,1,0,0,0,0,0,0,-2.097404338,0.953522044,0.053716146
"368","Treron aromaticus","Buru Green-pigeon",746,815,"Columbidae","Columbiformes","AVIBASE-BA506943",4,2,1,1,4,21,10.8,4.8,5.4,23,156.8,55.3,101.4,35.2,79.8,234,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-3.84,-3.05,-3.42,126.63,8554.31,22726297,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.762178182,0.953522044,-0.008665633
"369","Treron teysmannii","Sumba Green-pigeon",758,818,"Columbidae","Columbiformes","AVIBASE-6676140F",5,3,2,0,4,22.8,11.9,6.1,8.1,25.8,157,52.1,105.6,33.1,89,205.7,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-10.32,-9.41,-9.82,119.9,6075.21,22691178,2,0,1,0,0,0,0,1,0,1,0,0,0,0,-2.104396874,0.824619726,-0.00784482
"370","Treron floris","Flores Green-pigeon",749,819,"Columbidae","Columbiformes","AVIBASE-F9BAD31C",5,1,2,2,4,22.5,13,6.1,7.3,23.6,147.8,44.6,104.6,29.9,87.4,205.7,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-9.11,-8.08,-8.58,119.69,37609.37,22691170,3,1,1,0,0,1,0,1,0,1,0,0,0,0,-0.28136021,0.824619726,-0.045602213
"371","Treron psittaceus","Timor Green-pigeon",756,820,"Columbidae","Columbiformes","AVIBASE-6EB63FA4",4,1,2,1,4,22.6,11.8,6,7.3,25.5,165.8,54.5,111.3,32.9,98.2,205.7,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-11,-8.33,-9.32,125.02,21010.32,22691186,4,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.863599685,0.824619726,0.028270947
